139.217.15.35 - - [12/Jun/2017:12:57:24 +0800] "POST /report HTTP/1.1" 200 37 "-" "Apache-HttpClient/4.2.5 (java 1.5)" "-" 0.001 0.001
66.249.64.223 - - [12/Jun/2017:12:57:44 +0800] "GET /docs/import/netupload/ HTTP/1.1" 302 154 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-" 0.000 -
66.249.64.223 - - [12/Jun/2017:12:57:45 +0800] "GET /docs/import/netupload/ HTTP/1.1" 302 154 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-" 0.000 -
66.249.64.195 - - [12/Jun/2017:12:57:46 +0800] "GET /docs/import/netupload/ HTTP/1.1" 200 4973 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-" 0.000 -
66.249.64.199 - - [12/Jun/2017:12:57:47 +0800] "GET /docs/import/netupload/ HTTP/1.1" 200 4973 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-" 0.000 -
222.128.29.229 - - [12/Jun/2017:12:57:52 +0800] "GET / HTTP/1.1" 200 554 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/603.2.5 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.5" "-" 0.003 0.003
106.75.53.61 - yottabyte [12/Jun/2017:12:57:53 +0800] "GET /report/getLicenseInfo HTTP/1.1" 200 57827 "-" "python-requests/2.1.0 CPython/2.7.6 Linux/3.13.0-34-generic" "-" 0.027 0.027
222.128.29.229 - - [12/Jun/2017:12:57:53 +0800] "GET /license_manager/getLicenseInfo HTTP/1.1" 200 521287 "https://license.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/603.2.5 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.5" "-" 0.301 0.121
222.128.29.229 - - [12/Jun/2017:12:57:53 +0800] "GET /license_store/ HTTP/1.1" 200 134 "https://license.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/603.2.5 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.5" "-" 0.002 0.002
119.254.115.66 - - [12/Jun/2017:12:57:54 +0800] "POST /report HTTP/1.1" 200 37 "-" "Apache-HttpClient/4.2.5 (java 1.5)" "-" 0.001 0.001
54.223.196.20 - - [12/Jun/2017:12:58:53 +0800] "POST /report HTTP/1.1" 200 37 "-" "Apache-HttpClient/4.2.5 (java 1.5)" "-" 0.001 0.001
