106,03-17,16:13:46.155,2227,2227,D,PhoneStatusBar,disable: ,E43,disable: 
107,03-17,16:13:46.155,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide
108,03-17,16:13:46.158,1702,2113,I,NotificationManager,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",E161,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true"
109,03-17,16:13:46.158,1702,2113,I,NotificationManager,"updateLightsLocked,turn off notificationLight",E162,"updateLightsLocked,turn off notificationLight"
110,03-17,16:13:46.159,1702,3137,V,AudioManager,getRingtonePlayer...,E58,getRingtonePlayer...
111,03-17,16:13:46.161,1702,3137,I,NotificationManager,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",E161,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true"
112,03-17,16:13:46.161,1702,3137,I,NotificationManager,"updateLightsLocked,turn off notificationLight",E162,"updateLightsLocked,turn off notificationLight"
113,03-17,16:13:46.187,2227,2227,I,StackScrollAlgorithm,"overlapAmount:196.0, previousNotificationEnd:0.0, newYTranslation:-196.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-529",E97,"overlapAmount:., previousNotificationEnd:., newYTranslation:., location:, i:, getTopPadding:., getLocationOnScreen():"
114,03-17,16:13:46.187,2227,2227,I,StackScrollAlgorithm,"state.clipTopAmount:180, i:0",E145,"state.clipTopAmount:, i:"
115,03-17,16:13:46.187,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-529.0",E156,"updateClipping isOverlap:true, getTopPadding=., Translation=."
116,03-17,16:13:46.187,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:true,E158,updateDimmedActivatedHideSensitive overlap:true
117,03-17,16:13:46.232,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller  does not hold REAL_GET_TASKS; limiting output
