## Steps to Reproduce
I am trying to hide the underline in a text field by doing something like
this:
        commentTextField = new TextField(
          controller: new TextEditingController(),
          maxLines: 10,
          onChanged: _onDetailsChanged,
          decoration: new InputDecoration(
            hintText: "Tell us more...",
            hideDivider: true,
          ),
        );
When doing a hot reload I get the exception listed below in the logs.
NOTE: This only appears to happen when hot reloading.
## Logs
    Performing hot reload...
    I/flutter (20214): Routes init
    I/flutter (20214): ══╡ EXCEPTION CAUGHT BY WIDGETS LIBRARY ╞═══════════════════════════════════════════════════════════
    I/flutter (20214): The following assertion was thrown building Container(padding: EdgeInsets(0.0, 16.0, 0.0, 1.0),
    I/flutter (20214): margin: EdgeInsets(0.0, 0.0, 0.0, 17.0)):
    I/flutter (20214): 'package:flutter/src/rendering/object.dart': Failed assertion: line 2145 pos 12: '() {
    I/flutter (20214):       final AbstractNode parent = this.parent;
    I/flutter (20214):       if (parent is RenderObject)
    I/flutter (20214):         return parent._needsCompositing;
    I/flutter (20214):       return true;
    I/flutter (20214):     }': is not true.
    I/flutter (20214): 
    I/flutter (20214): Either the assertion indicates an error in the framework itself, or we should provide substantially
    I/flutter (20214): more information in this error message to help you determine and fix the underlying cause.
    I/flutter (20214): In either case, please report this assertion by filing a bug on GitHub:
    I/flutter (20214):   https://github.com/flutter/flutter/issues/new
    I/flutter (20214): 
    I/flutter (20214): When the exception was thrown, this was the stack:
    I/flutter (20214): #2      RenderObject.markNeedsCompositingBitsUpdate (package:flutter/src/rendering/object.dart:2145:12)
    I/flutter (20214): #3      RenderObject.attach (package:flutter/src/rendering/object.dart:1585:7)
    I/flutter (20214): #4      RenderBox&RenderObjectWithChildMixin.attach (package:flutter/src/rendering/object.dart:2967:17)
    I/flutter (20214): #5      AbstractNode.adoptChild (package:flutter/src/rendering/node.dart:128:13)
    I/flutter (20214): #6      RenderObject.adoptChild (package:flutter/src/rendering/object.dart:1431:21)
    I/flutter (20214): #7      RenderBox&RenderObjectWithChildMixin.child= (package:flutter/src/rendering/object.dart:2962:7)
    I/flutter (20214): #8      SingleChildRenderObjectElement.insertChildRenderObject (package:flutter/src/widgets/framework.dart:4553:18)
    I/flutter (20214): #9      RenderObjectElement.attachRenderObject (package:flutter/src/widgets/framework.dart:4402:35)
    I/flutter (20214): #10     Element.attachRenderObject. (package:flutter/src/widgets/framework.dart:2820:13)
    I/flutter (20214): #11     ComponentElement.visitChildren (package:flutter/src/widgets/framework.dart:3592:14)
    I/flutter (20214): #12     Element.attachRenderObject (package:flutter/src/widgets/framework.dart:2819:5)
    I/flutter (20214): #13     Element._activateWithParent (package:flutter/src/widgets/framework.dart:2967:5)
    I/flutter (20214): #14     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2892:18)
    I/flutter (20214): #15     Element.updateChild (package:flutter/src/widgets/framework.dart:2703:12)
    I/flutter (20214): #16     SingleChildRenderObjectElement.mount (package:flutter/src/widgets/framework.dart:4538:14)
    I/flutter (20214): #17     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2900:14)
    I/flutter (20214): #18     Element.updateChild (package:flutter/src/widgets/framework.dart:2703:12)
    I/flutter (20214): #19     SingleChildRenderObjectElement.mount (package:flutter/src/widgets/framework.dart:4538:14)
    I/flutter (20214): #20     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2900:14)
    I/flutter (20214): #21     Element.updateChild (package:flutter/src/widgets/framework.dart:2703:12)
    I/flutter (20214): #22     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3568:16)
    I/flutter (20214): #23     Element.rebuild (package:flutter/src/widgets/framework.dart:3457:5)
    I/flutter (20214): #24     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3536:5)
    I/flutter (20214): #25     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3531:5)
    I/flutter (20214): #26     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2900:14)
    I/flutter (20214): #27     Element.updateChild (package:flutter/src/widgets/framework.dart:2703:12)
    I/flutter (20214): #28     RenderObjectElement.updateChildren (package:flutter/src/widgets/framework.dart:4330:32)
    I/flutter (20214): #29     MultiChildRenderObjectElement.update (package:flutter/src/widgets/framework.dart:4653:17)
    I/flutter (20214): #30     Element.updateChild (package:flutter/src/widgets/framework.dart:2692:15)
    I/flutter (20214): #31     SingleChildRenderObjectElement.update (package:flutter/src/widgets/framework.dart:4545:14)
    I/flutter (20214): #32     Element.updateChild (package:flutter/src/widgets/framework.dart:2692:15)
    I/flutter (20214): #33     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3568:16)
    I/flutter (20214): #34     Element.rebuild (package:flutter/src/widgets/framework.dart:3457:5)
    I/flutter (20214): #35     StatelessElement.update (package:flutter/src/widgets/framework.dart:3618:5)
    I/flutter (20214): #36     Element.updateChild (package:flutter/src/widgets/framework.dart:2692:15)
    I/flutter (20214): #37     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3568:16)
    I/flutter (20214): #38     Element.rebuild (package:flutter/src/widgets/framework.dart:3457:5)
    I/flutter (20214): #39     StatefulElement.update (package:flutter/src/widgets/framework.dart:3693:5)
    I/flutter (20214): #40     Element.updateChild (package:flutter/src/widgets/framework.dart:2692:15)
    I/flutter (20214): #41     SingleChildRenderObjectElement.update (package:flutter/src/widgets/framework.dart:4545:14)
    I/flutter (20214): #42     Element.updateChild (package:flutter/src/widgets/framework.dart:2692:15)
    I/flutter (20214): #43     SingleChildRenderObjectElement.update (package:flutter/src/widgets/framework.dart:4545:14)
    I/flutter (20214): #44     Element.updateChild (package:flutter/src/widgets/framework.dart:2692:15)
    I/flutter (20214): #45     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3568:16)
    I/flutter (20214): #46     Element.rebuild (package:flutter/src/widgets/framework.dart:3457:5)
    I/flutter (20214): #47     StatefulElement.update (package:flutter/src/widgets/framework.dart:3693:5)
    I/flutter (20214): #48     Element.updateChild (package:flutter/src/widgets/framework.dart:2692:15)
    I/flutter (20214): #49     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3568:16)
    I/flutter (20214): #50     Element.rebuild (package:flutter/src/widgets/framework.dart:3457:5)
    I/flutter (20214): #51     StatelessElement.update (package:flutter/src/widgets/framework.dart:3618:5)
    I/flutter (20214): #52     Element.updateChild (package:flutter/src/widgets/framework.dart:2692:15)
    I/flutter (20214): #53     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3568:16)
    I/flutter (20214): #54     Element.rebuild (package:flutter/src/widgets/framework.dart:3457:5)
    I/flutter (20214): #55     StatefulElement.update (package:flutter/src/widgets/framework.dart:3693:5)
    I/flutter (20214): #56     Element.updateChild (package:flutter/src/widgets/framework.dart:2692:15)
