58.56.100.242 - - [13/Jun/2017:11:15:13 +0800] "GET /assets/img/rzy/homepage/desc-1x.png HTTP/1.1" 200 453180 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36" "-" 0.837 -
58.56.100.242 - - [13/Jun/2017:11:15:14 +0800] "GET /favicon.ico HTTP/1.1" 200 3222 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36" "-" 0.000 -
180.173.28.54 - - [13/Jun/2017:11:16:09 +0800] "GET /products/ HTTP/1.1" 200 8157 "http://image.baidu.com/search/index?tn=baiduimage&ps=1&ct=201326592&lm=-1&cl=2&nc=1&ie=utf-8&word=splunk" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4" "-" 0.000 -
180.173.28.54 - - [13/Jun/2017:11:16:09 +0800] "GET /assets/css/site.css?2 HTTP/1.1" 200 35595 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4" "-" 0.000 -
180.173.28.54 - - [13/Jun/2017:11:16:09 +0800] "GET /assets/js/jquery-2.1.1.min.js HTTP/1.1" 200 29495 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4" "-" 0.000 -
180.173.28.54 - - [13/Jun/2017:11:16:09 +0800] "GET /assets/js/site.js HTTP/1.1" 200 796 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4" "-" 0.000 -
180.173.28.54 - - [13/Jun/2017:11:16:10 +0800] "GET /assets/img/rzy/small-icons.png HTTP/1.1" 200 72322 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4" "-" 0.040 -
180.173.28.54 - - [13/Jun/2017:11:16:10 +0800] "GET /assets/img/rzy/production/subnav_bg_act.png HTTP/1.1" 200 2547 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4" "-" 0.000 -
180.173.28.54 - - [13/Jun/2017:11:16:10 +0800] "GET /assets/img/rzy/production/subnav_bg.png HTTP/1.1" 200 1736 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4" "-" 0.000 -
140.207.96.74 - - [13/Jun/2017:11:16:10 +0800] "GET /products/ HTTP/1.1" 200 8157 "http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-3463202417050106&output=html&h=280&slotname=3265069170&adk=1766552495&adf=2185571696&w=336&lmt=1497323723&flash=25.0.0&url=http%3A%2F%2Fwww.chinakdd.com%2Farticle-125726.html&wgl=1&dt=1497323723283&bpp=44&bdt=739&fdt=54&idt=526&shv=r20170605&cbv=r20170110&saldr=sa&correlator=6977443457025&frm=20&ga_vid=915304891.1497323724&ga_sid=1497323724&ga_hid=1061656509&ga_fc=0&pv=2&iag=3&icsg=2&nhd=1&dssz=2&mdo=0&mso=0&u_tz=480&u_his=1&u_java=1&u_h=768&u_w=1366&u_ah=728&u_aw=1366&u_cd=24&u_nplug=23&u_nmime=48&adx=498&ady=269&biw=1349&bih=639&abxe=1&eid=10593695&oid=3&ref=http%3A%2F%2Fwww.so.com%2Flink%3Furl%3Dhttp%253A%252F%252Fwww.chinakdd.com%252Farticle-125726.html%26q%3D%25E4%25BB%25AA%25E8%25A1%25A8%25E7%259B%2598%25E9%25A2%2584%25E8%25AD%25A6%26ts%3D1497323762%26t%3De9c0f6b77e72805b6d0ced18b6fdc14%26src%3Dhaosou&rx=0&eae=0&fc=528&brdim=0%2C65%2C0%2C65%2C1366%2C0%2C0%2C0%2C1366%2C639&vis=2&rsz=%7C%7ClEr%7C&abl=CS&ppjl=u&pfx=0&fu=8&bc=1&ifi=1&xpc=KtMsAznXXz&p=http%3A//www.chinakdd.com&dtd=583" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
140.207.96.74 - - [13/Jun/2017:11:16:10 +0800] "GET /assets/css/site.css?2 HTTP/1.1" 200 35595 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
