 ATK_IP4_IMPOSSIBLE_SZ,SrcZoneName(1025)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Protocol(1001)=[STRING]; Action(1049)=[STRING]; BeginTime_c(1011)=[STRING]; EndTime_c(1012)=[STRING];   AtkTimes(1050)=[UINT32].,$1：入域名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：协议类型   $7：动作类型   $8：攻击开始时间   $9：攻击结束时间   $10：攻击次数,3,ATK/3/ATK_IP4_IMPOSSIBLE_SZ: SrcZoneName(1025)=Trust;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Protocol(1001)=TCP; Action(1049)=logging; BeginTime_c(1011)=20131011074913; EndTime_c(1012)=20131011075413;   AtkTimes(1050)=3.,日志聚合开关开启，源目的地址相同的IPV4报文数超过1，聚合后触发日志,无
 ATK_IP4_IPSWEEP,RcvIfName(1023)=[STRING];   Protocol(1001)=[STRING]; SrcIPAddr(1003)=[IPADDR]; DSLiteTunnelPeer(1040)=[STRING];   RcvVPNInstance(1041)=[STRING]; Action(1049)=[STRING]; BeginTime_c(1011)=[STRING].,$1：入接口名称   $2：协议名称   $3：源IP地址   $4：DS-Lite Tunnel对端地址   $5：VPN名称   $6：动作类型   $7：攻击开始时间,3,"ATK/3/ATK_IP4_IPSWEEP: RcvIfName(1023)=Ethernet0/0/2;   Protocol(1001)=TCP; SrcIPAddr(1003)=9.1.1.5; DSLiteTunnelPeer(1040)=--; RcvVPNInstance(1041)=vpn1;   Action(1049)=logging,block-source; BeginTime_c(1011)=20131009060657.",报文满足ip   sweep时触发日志,无
 ATK_IP4_IPSWEEP_SZ,SrcZoneName(1025)=[STRING];   Protocol(1001)=[STRING]; SrcIPAddr(1003)=[IPADDR]; DSLiteTunnelPeer(1040)=[STRING];   RcvVPNInstance(1041)=[STRING]; Action(1049)=[STRING]; BeginTime_c(1011)=[STRING].,$1：入域名称   $2：协议名称   $3：源IP地址   $4：DS-Lite Tunnel对端地址   $5：VPN名称   $6：动作类型   $7：攻击开始时间,3,"ATK/3/ATK_IP4_IPSWEEP_SZ: SrcZoneName(1025)=Trust;   Protocol(1001)=TCP; SrcIPAddr(1003)=9.1.1.5; DSLiteTunnelPeer(1040)=--; RcvVPNInstance(1041)=vpn1;   Action(1049)=logging,block-source; BeginTime_c(1011)=20131009060657.",报文满足ip   sweep时触发日志,无
 ATK_IP4_PORTSCAN,RcvIfName(1023)=[STRING];   Protocol(1001)=[STRING]; SrcIPAddr(1003)=[IPADDR]; DSLiteTunnelPeer(1040)=[STRING];   RcvVPNInstance(1041)=[STRING]; DstIPAddr(1007)=[IPADDR]; Action(1049)=[STRING];   BeginTime_c(1011)=[STRING].,$1：入接口名称   $2：协议名称   $3：源IP地址   $4：DS-Lite Tunnel对端地址   $5：VPN名称   $6：目的IP地址   $7：动作类型   $8：攻击开始时间,3,"ATK/3/ATK_IP4_PORTSCAN: RcvIfName(1023)=Ethernet0/0/2;   Protocol(1001)=TCP; SrcIPAddr(1003)=9.1.1.5; DSLiteTunnelPeer(1040)=--; RcvVPNInstance(1041)=vpn1;   DstIPAddr(1007)=6.1.1.5; Action(1049)=logging,block-source; BeginTime_c(1011)=20131009052955.",报文满足port   scan时触发日志,无
 ATK_IP4_PORTSCAN_SZ,SrcZoneName(1025)=[STRING];   Protocol(1001)=[STRING]; SrcIPAddr(1003)=[IPADDR]; DSLiteTunnelPeer(1040)=[STRING];   RcvVPNInstance(1041)=[STRING]; DstIPAddr(1007)=[IPADDR]; Action(1049)=[STRING];   BeginTime_c(1011)=[STRING].,$1：入域名称   $2：协议名称   $3：源IP地址   $4：DS-Lite Tunnel对端地址   $5：VPN名称   $6：目的IP地址   $7：动作类型   $8：攻击开始时间,3,"ATK/3/ATK_IP4_PORTSCAN_SZ: SrcZoneName(1025)=Trust;   Protocol(1001)=TCP; SrcIPAddr(1003)=9.1.1.5; DSLiteTunnelPeer(1040)=--; RcvVPNInstance(1041)=vpn1;   DstIPAddr(1007)=6.1.1.5; Action(1049)=logging,block-source; BeginTime_c(1011)=20131009052955.",报文满足port   scan时触发日志,无
 ATK_IP4_RST_FLOOD,RcvIfName(1023)=[STRING]; DstIPAddr(1007)=[IPADDR];   DstPort(1008)=[UINT16]; RcvVPNInstance(1041)=[STRING]; UpperLimit(1048)=[UINT32];   Action(1049)=[STRING]; BeginTime_c(1011)=[STRING].,$1：入接口名称   $2：目的IP地址   $3：目的端口   $4：VPN名称   $5：速率上限   $6：动作类型   $7：攻击开始时间,3,ATK/3/ATK_IP4_RST_FLOOD: RcvIfName(1023)=Ethernet0/0/2;   DstIPAddr(1007)=6.1.1.5; DstPort(1008)=22; RcvVPNInstance(1041)=--; UpperLimit(1048)=10;   Action(1049)=logging; BeginTime_c(1011)=20131009093351.,单位时间内指定目的地址的TCP标志位为RST的IPV4报文数超过阈值，触发日志,无
 ATK_IP4_RST_FLOOD_SZ,SrcZoneName(1025)=[STRING]; DstIPAddr(1007)=[IPADDR];   DstPort(1008)=[UINT16]; RcvVPNInstance(1041)=[STRING]; UpperLimit(1048)=[UINT32];   Action(1049)=[STRING]; BeginTime_c(1011)=[STRING].,$1：入域名称   $2：目的IP地址   $3：目的端口   $4：VPN名称   $5：速率上限   $6：动作类型   $7：攻击开始时间,3,ATK/3/ATK_IP4_RST_FLOOD_SZ: SrcZoneName(1025)=Trust;   DstIPAddr(1007)=6.1.1.5; DstPort(1008)=22; RcvVPNInstance(1041)=--; UpperLimit(1048)=10;   Action(1049)=logging; BeginTime_c(1011)=20131009093351.,单位时间内指定目的地址的TCP标志位为RST的IPV4报文数超过阈值，触发日志,无
 ATK_IP4_SYN_FLOOD,RcvIfName(1023)=[STRING]; DstIPAddr(1007)=[IPADDR];   DstPort(1008)=[UINT16]; RcvVPNInstance(1041)=[STRING]; UpperLimit(1048)=[UINT32];   Action(1049)=[STRING]; BeginTime_c(1011)=[STRING].,$1：入接口名称   $2：目的IP地址   $3：目的端口   $4：VPN名称   $5：速率上限   $6：动作类型   $7：攻击开始时间,3,ATK/3/ATK_IP4_SYN_FLOOD: RcvIfName(1023)=Ethernet0/0/2;   DstIPAddr(1007)=6.1.1.5; DstPort(1008)=22; RcvVPNInstance(1041)=--; UpperLimit(1048)=10;   Action(1049)=logging; BeginTime_c(1011)=20131009093351.,单位时间内指定目的地址的TCP标志位为SYN的IPV4报文数超过阈值，触发日志,无
 ATK_IP4_SYN_FLOOD_SZ,SrcZoneName(1025)=[STRING]; DstIPAddr(1007)=[IPADDR];   RcvVPNInstance(1041)=[STRING]; UpperLimit(1048)=[UINT32]; Action(1049)=[STRING];   BeginTime_c(1011)=[STRING].,$1：入域名称   $2：目的IP地址   $3：VPN名称   $4：速率上限   $5：动作类型   $6：攻击开始时间,3,ATK/3/ATK_IP4_SYN_FLOOD_SZ: SrcZoneName(1025)=Trust;   DstIPAddr(1007)=6.1.1.5; RcvVPNInstance(1041)=--; UpperLimit(1048)=10; Action(1049)=logging;   BeginTime_c(1011)=20131009093351.,单位时间内指定目的地址的TCP标志位为SYN的IPV4报文数超过阈值，触发日志,无
 ATK_IP4_SYNACK_FLOOD,RcvIfName(1023)=[STRING]; DstIPAddr(1007)=[IPADDR];   DstPort(1008)=[UINT16]; RcvVPNInstance(1041)=[STRING]; UpperLimit(1048)=[UINT32];   Action(1049)=[STRING]; BeginTime_c(1011)=[STRING].,$1：入接口名称   $2：目的IP地址   $3：目的端口   $4：VPN名称   $5：速率上限   $6：动作类型   $7：攻击开始时间,3,ATK/3/ATK_IP4_SYNACK_FLOOD: RcvIfName(1023)=Ethernet0/0/2;   DstIPAddr(1007)=6.1.1.5; DstPort(1008)=22; RcvVPNInstance(1041)=--; UpperLimit(1048)=10;   Action(1049)=logging; BeginTime_c(1011)=20131009093351.,单位时间内指定目的地址的TCP标志位为SYN+ACK的IPV4报文数超过阈值，触发日志,无
 ATK_IP4_SYNACK_FLOOD_SZ,SrcZoneName(1025)=[STRING]; DstIPAddr(1007)=[IPADDR];   DstPort(1008)=[UINT16]; RcvVPNInstance(1041)=[STRING]; UpperLimit(1048)=[UINT32];   Action(1049)=[STRING]; BeginTime_c(1011)=[STRING].,$1：入域名称   $2：目的IP地址   $3：目的端口   $4：VPN名称   $5：速率上限   $6：动作类型   $7：攻击开始时间,3,ATK/3/ATK_IP4_SYNACK_FLOOD_SZ: SrcZoneName(1025)=Trust;   DstIPAddr(1007)=6.1.1.5; DstPort(1008)=22; RcvVPNInstance(1041)=--; UpperLimit(1048)=10;   Action(1049)=logging; BeginTime_c(1011)=20131009093351.,单位时间内指定目的地址的TCP标志位为SYN+ACK的IPV4报文数超过阈值，触发日志,无
