45071-LOG_ID_FCC_VULN_SCAN 986
45109-LOG_ID_EC_FTCL_LOGOFF 987
45114-LOG_ID_EC_REG_QUARANTINE 988
45115-LOG_ID_EC_REG_UNQUARANTINE 989
45119-LOG_ID_EC_FTCL_DISCONN 990
46000-LOG_ID_VIP_REAL_SVR_ENA 991
46001-LOG_ID_VIP_REAL_SVR_DISA 992
46002-LOG_ID_VIP_REAL_SVR_UP 992
46003-LOG_ID_VIP_REAL_SVR_DOWN 993
46004-LOG_ID_VIP_REAL_SVR_ENT_HOLDDOWN 994
46005-LOG_ID_VIP_REAL_SVR_FAIL_HOLDDOWN 995
46006-LOG_ID_VIP_REAL_SVR_FAIL 996
46400-LOG_ID_EVENT_EXT_SYS 997
46401-LOG_ID_EVENT_EXT_LOCAL 997
46402-LOG_ID_EVENT_EXT_LOCAL_ERROR 998
46403-LOG_ID_EVENT_EXT_REMOTE_EMERG 999
46404-LOG_ID_EVENT_EXT_REMOTE_ALERT 999
46405-LOG_ID_EVENT_EXT_REMOTE_CRITICAL 1000
46406-LOG_ID_EVENT_EXT_REMOTE_ERROR 1001
46407-LOG_ID_EVENT_EXT_REMOTE_WARNING 1002
46408-LOG_ID_EVENT_EXT_REMOTE_NOTIF 1002
46409-LOG_ID_EVENT_EXT_REMOTE_INFO 1003
46410-LOG_ID_EVENT_EXT_REMOTE_DEBUG 1004
46501-LOG_ID_INTERNAL_LTE_MODEM_DETECTION 1005
46502-LOG_ID_INTERNAL_LTE_MODEM_GPSD 1005
46503-LOG_ID_INTERNAL_LTE_MODEM_GPS_LOC_ACQUISITION 1006
46504-LOG_ID_INTERNAL_LTE_MODEM_BILLD 1007
46505-LOG_ID_INTERNAL_LTE_MODEM_BILLING_PURGED 1007
46506-LOG_ID_INTERNAL_LTE_MODEM_BILLING_DAILY_LOG 1008
46507-LOG_ID_INTERNAL_LTE_MODEM_FW_UPGRADE 1009
46508-LOG_ID_INTERNAL_LTE_MODEM_QDL_DETECTION 1009
46509-LOG_ID_INTERNAL_LTE_MODEM_REBOOT 1010
46510-LOG_ID_INTERNAL_LTE_MODEM_OP_MODE 1011
46511-LOG_ID_INTERNAL_LTE_MODEM_POWER_ON_OFF 1011
46512-LOG_ID_INTERNAL_LTE_MODEM_SIM_STATE 1012
46513-LOG_ID_INTERNAL_LTE_MODEM_LINK_CONNECTION 1013
46514-LOG_ID_INTERNAL_LTE_MODEM_MANUAL_HANDOVER 1013
FortiOS6.2.5LogReference 23
FortinetInc.
46515-LOG_ID_INTERNAL_LTE_MODEM_IP_ADDR 1014
46600-LOG_ID_EVENT_AUTOMATION_TRIGGERED 1015
46900-LOG_ID_POE_STATUS_REPORT 1015
47000-LOG_ID_MALWARE_LIST_TRUNCATED_ENTER 1016
47001-LOG_ID_MALWARE_LIST_TRUNCATED_EXIT 1017
47203-LOG_ID_ENTER_BYPASS 1017
47204-LOG_ID_EXIT_BYPASS 1018
48000-LOG_ID_WAD_SSL_RCV_HS 1019
48001-LOG_ID_WAD_SSL_RCV_WRG_HS 1020
48002-LOG_ID_WAD_SSL_SENT_HS 1021
48003-LOG_ID_WAD_SSL_WRG_HS_LEN 1021
48004-LOG_ID_WAD_SSL_RCV_CCS 1022
48005-LOG_ID_WAD_SSL_RSA_DH_FAIL 1023
48006-LOG_ID_WAD_SSL_SENT_CCS 1024
48007-LOG_ID_WAD_SSL_BAD_HASH 1025
48009-LOG_ID_WAD_SSL_DECRY_FAIL 1026
48011-LOG_ID_WAD_SSL_LESS_MINOR 1027
48013-LOG_ID_WAD_SSL_NOT_SUPPORT_CS 1028
48016-LOG_ID_WAD_SSL_HS_FIN 1029
48017-LOG_ID_WAD_SSL_HS_TOO_LONG 1030
48019-LOG_ID_WAD_SSL_SENT_ALERT 1031
48023-LOG_ID_WAD_SSL_RCV_ALERT 1032
48027-LOG_ID_WAD_SSL_INVALID_CONT_TYPE 1033
48029-LOG_ID_WAD_SSL_BAD_CCS_LEN 1034
48031-LOG_ID_WAD_SSL_BAD_DH 1035
48032-LOG_ID_WAD_SSL_PUB_KEY_TOO_BIG 1036
48034-LOG_ID_WAD_SSL_SERVER_KEY_HASH_ALGORITHM_MISMATCH 1036
48035-LOG_ID_WAD_SSL_SERVER_KEY_SIGNATURE_ALGORITHM_
MISMATCH 1037
48038-LOG_ID_WAD_SSL_RCV_FATAL_ALERT 1038
48039-LOG_ID_WAD_SSL_SENT_FATAL_ALERT 1039
48101-LOG_ID_WAD_AUTH_FAIL_PSK 1040
48102-LOG_ID_WAD_AUTH_FAIL_OTH 1041
48300-LOG_ID_WRG_SVR_FGT_CONF 1042
48301-LOG_ID_UNEXP_APP_TYPE 1043
51000-LOG_ID_NB_TBL_CHG 1044
52000-LOG_ID_EVENT_SECURITY_AUDIT_FABRIC_SUMMARY 1045
52001-LOG_ID_EVENT_SECURITY_AUDIT_FABRIC_CHANGE 1046
53000-LOG_ID_SDNC_CONNECTED 1047
53001-LOG_ID_SDNC_DISCONNECTED 1048
53002-LOG_ID_SDNC_SUBSCRIBE 1048
