222.73.110.131 - - [12/Jun/2017:11:59:34 +0800] "POST /report HTTP/1.1" 200 37 "-" "Apache-HttpClient/4.2.5 (java 1.5)" "-" 0.001 0.001
61.144.117.132 - - [12/Jun/2017:12:00:01 +0800] "GET /assets/rizhiyi.mp4 HTTP/1.1" 206 55296273 "https://www.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/601.5.17 (KHTML, like Gecko) Version/9.1 Safari/601.5.17" "-" 124.381 -
14.145.175.231 - - [12/Jun/2017:12:00:03 +0800] "GET /docs/spl/transaction/ HTTP/1.1" 200 13550 "https://www.rizhiyi.com/docs/spl/field/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4" "-" 0.000 -
157.55.39.70 - - [12/Jun/2017:12:01:27 +0800] "GET /products/newfeatures/ HTTP/1.1" 200 4153 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-" 0.000 -
62.212.73.211 - - [12/Jun/2017:12:01:27 +0800] "GET /robots.txt HTTP/1.1" 404 10117 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "-" 0.000 -
62.212.73.211 - - [12/Jun/2017:12:01:31 +0800] "GET / HTTP/1.1" 200 26504 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "-" 0.000 -
119.145.41.230 - - [12/Jun/2017:12:02:33 +0800] "GET /products/ HTTP/1.1" 200 8157 "http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-2537995169374061&format=352x280&output=html&h=280&slotname=1820986835&adk=2037553167&adf=1506973299&w=352&afmt=auto&lmt=1492247307&loeid=191880400&rafmt=1&flash=0&url=http%3A%2F%2Fwww.thinksaas.cn%2Ftopics%2F0%2F346%2F346310.html&resp_fmts=3&wgl=1&dt=1497240148570&bpp=21&bdt=444&fdt=22&idt=24&shv=r20170605&cbv=r20170110&saldr=aa&prev_fmts=352x280&correlator=7685085955425&frm=20&ga_vid=1575775762.1471950485&ga_sid=1497240149&ga_hid=1517789698&ga_fc=0&pv=1&iag=3&icsg=2&nhd=1&dssz=2&mdo=0&mso=0&u_tz=480&u_his=1&u_java=0&u_h=768&u_w=1366&u_ah=728&u_aw=1366&u_cd=24&u_nplug=4&u_nmime=5&adx=305&ady=597&biw=1349&bih=662&abxe=1&eid=10593696%2C191880410%2C26835105&oid=3&ref=https%3A%2F%2Fwww.baidu.com%2Flink%3Furl%3DAj7P_vmjr6jU-UWO61JownF1boMMKdAtxbBqQXYfqfHdZ3ZrmS_OIpQ3uEMVauSb8gX41te68g88OimOJ3F3f_%26wd%3D%26eqid%3De9f875ac000012bf00000006593e124f&rx=0&eae=0&fc=528&brdim=0%2C0%2C0%2C0%2C1366%2C0%2C1366%2C728%2C1366%2C662&vis=1&rsz=%7C%7CleE%7C&abl=CS&ppjl=f&pfx=0&fu=136&bc=1&ifi=2&xpc=x6SFEU1TUZ&p=http%3A//www.thinksaas.cn&dtd=110" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
119.145.41.230 - - [12/Jun/2017:12:02:33 +0800] "GET /assets/css/site.css?2 HTTP/1.1" 200 30737 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
119.145.41.230 - - [12/Jun/2017:12:02:33 +0800] "GET /assets/js/jquery-2.1.1.min.js HTTP/1.1" 200 29495 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
119.145.41.230 - - [12/Jun/2017:12:02:33 +0800] "GET /assets/js/site.js HTTP/1.1" 200 796 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
119.145.41.230 - - [12/Jun/2017:12:02:33 +0800] "GET /assets/img/rzy/production/subnav_bg.png HTTP/1.1" 200 1736 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
