### Variables and Quadratic Equations

To identify the variables \( k_i \) within the quadratic equation, we use Algorithm 1. We select 300 (i.e., \(\kappa = 300\)) samples of the vector \( x \) independently and uniformly at random (refer to Lemma 1 and Algorithm 1 for more details). Next, we derive all terms of degree 0 (constant terms), degree 1, and degree 2 within the quadratic equation using Algorithm 2.

After searching for nonlinear superpoly equations of degree 2, we have identified 62 simple quadratic equations. These, combined with 32 independent linear equations from the previously obtained set, provide a unique solution for all 64 secret key variables. The system of equations can then be solved by linearizing it and applying the well-known Gaussian elimination method. Tables 3 and 4, provided in the Appendix, show the sets of equations that provide the unique solution for the 64 secret key variables, respectively, for PRESENT-80 and PRESENT-128.

### Preprocessing and Online Phases

With this set of equations, the preprocessing phase is completed. During the online phase, the attacker must find the value of the right-hand side of each equation by summing the master polynomials (corresponding to the second and third bits of the Hamming weight) over each cube listed in Tables 3 and 4. Given that we have 2 cubes of size 2, 62 cubes of size 4, and 30 cubes of size 8, we require \( 2 \times 2^2 + 62 \times 2^4 + 30 \times 2^8 \approx 2^{13} \) chosen plaintexts to determine the right-hand side values of all 94 equations. Since we have found a unique solution for all 64 secret key variables, the total time complexity to find the correct 80-bit key and 128-bit key reduces to \( 2^{16} \) and \( 2^{64} \), respectively.

### Conclusions

We extended the cube attack to efficiently derive low-degree nonlinear superpoly equations, improving the success rate in key recovery attacks, especially when only a limited number of maxterms can be found by the original cube attack. We also investigated the security of the PRESENT block cipher against side-channel cube attacks, assuming the Hamming weight leakage model and applying our extended cube attack. Our attack improves upon the previous attack by Yang et al. on PRESENT-80, both in terms of the leakage model and complexity. Future research could focus on improving the attack against PRESENT-128 by combining more leakage information from several other rounds of the cipher and exploring the applicability of the proposed extended cube attack to other ciphers, particularly in traditional cryptanalytical frameworks without side-channel leakage assumptions.

### References

[1] Abdul-Latip, S.F., Reyhanitabar, M.R., Susilo, W., Seberry, J.: On the Security of NOEKEON against Side Channel Cube Attacks. In: Kwak, J., Deng, R., Won, Y. (Eds.) ISPEC 2010. LNCS, vol. 6047, pp. 45-55. Springer, Heidelberg (2010)

[2] Akkar, M.L., Bévan, R., Dischamp, P., Moyart, D.: Power Analysis, What Is Now Possible... In: Okamoto, T. (Ed.) ASIACRYPT 2000. LNCS, vol. 1976, pp. 489-502. Springer, Heidelberg (2000)

[3] Anderson, R., Biham, B., Knudsen, L.: Serpent: A Proposal for the Advanced Encryption Standard. In: First Advanced Encryption Standard (AES) Conference, (1998)

[4] Aumasson, J.P., Dinur, I., Meier, M., Shamir, A.: Cube Testers and Key Recovery Attacks on Reduced-Round MD6 and Trivium. In: Dunkelman, O. (Ed.) FSE 2009. LNCS, vol. 5665, pp. 1-22. Springer, Heidelberg (2009)

[5] Aumasson, J.P., Dinur, I., Henzen, L., Meier, W., Shamir, A.: Efficient FPGA Implementations of High-Dimensional Cube Testers on the Stream Cipher Grain-128. IACR ePrint Archive, Report 2009/218 (2009), http://eprint.iacr.org/2009/218

[6] Bard, G.V., Courtois, N.T., Jefferson, C.: Efficient Methods for Conversion and Solution of Sparse Systems of Low-Degree Multivariate Polynomials over GF(2) via SAT-Solvers. IACR ePrint Archive, Report 2007/024 (2007), http://eprint.iacr.org/2007/024

[7] Bévan, R., Knudsen, R.: Ways to Enhance Differential Power Analysis. In: Lee, P.J, Lim, C.H. (Eds.) ICISC 2002. LNCS, vol. 2587, pp. 327-342. Springer, Heidelberg (2003)

[8] Bogdanov, A., Kizhvatov, I., Pyshkin, A.: Algebraic Methods in Side-Channel Collision Attacks and Practical Collision Detection. In: Chowdhury, D.R., Rijmen, V., Das, A. (Eds.) INDOCRYPT 2008. LNCS, vol. 5365, pp. 251-265. Springer, Heidelberg (2008)

[9] Blum, M., Luby, M., Rubinfeld, R.: Self-Testing/Correcting with Application to Numerical Problems. In: STOC, pp. 73-83. ACM, New York (1990)

[10] Bogdanov, A., Knudsen, L.R., Leander, G., Paar, C., Poschmann, A., Robshaw, M.J.B., Seurin, Y., Vikkelsoe, C.: PRESENT: An Ultra-Lightweight Block Cipher. In: Paillier, P., Verbauwhede, I. (Eds.) CHES 2007. LNCS, vol. 4727, pp. 450-466. Springer, Heidelberg (2007)

[11] Brier, E., Clavier, C., Olivier, F.: Correlation Power Analysis with a Leakage Model. In: Joye, M., Quisquater, J.-J. (Eds.) CHES 2004, LNCS, vol. 3156, pp. 16-29. Springer, Heidelberg (2004)

[12] Cannière, C.D., Preneel, B.: TRIVIUM. In: Robshaw, M.J.B., Billet, O. (Ed.) New Stream Cipher Designs - The eSTREAM Finalists. LNCS, vol. 4986, pp. 244-266. Springer, Heidelberg (2008)

[13] Clavier, C., Coron, J.S., Dabbous, N.: Differential Power Analysis in the Presence of Hardware Countermeasures. In: Koç, Ç.K., Paar, C. (Eds.) CHES 2000. LNCS, vol. 1965, pp. 252-263. Springer, Heidelberg (2000)

[14] Coron, J.S., Kocher, P., Naccache, D.: Statistics and Application of Algorithmic Countermeasures. PhD Thesis, Faculty of Science of the University of Technology Graz (IAIK-TUG), Austria, May (2003)

[31] Oswald, E., Mangard, S., Herbst, C., Tillich, S.: Practical Second-Order DPA Attacks for Masked Smart Card Implementations of Block Ciphers. In: Pointcheval, D. (Ed.) CT-RSA 2006. LNCS, vol. 3860, pp. 192-207. Springer, Heidelberg (2006)

[32] Rivest, R., Agre, B., Bailey, D.V., Crutchfield, C., Dodis, Y., Fleming, K.E., Khan, A., Krishnamurthy, J., Lin, Y., Reyzin, L., Shen, E., Sukha, J., Sutherland, D., Tromer, E., Yin, Y.L.: The MD6 Hash Function - A Proposal to NIST for SHA-3. http://groups.csail.mit.edu/cis/md6/

[33] Renauld, M., Standaert, F.X.: Algebraic Side-Channel Attacks. IACR ePrint Archive, Report 2009/279 (2009), http://eprint.iacr.org/2009/279

[34] Saarinen, M.-J.O.: Chosen-IV Statistical Attacks on eStream Ciphers. In: Malek, M., Fernández-Medina, E., Hernando, J. (Eds.) SECRYPT 2006, pp. 260-266. INSTICC Press (2006)

[35] Vielhaber, M.: Breaking ONE.FIVIUM by AIDA an Algebraic IV Differential Attack. IACR ePrint Archive, Report 2007/413 (2007), http://eprint.iacr.org/2007/413

[36] Lai, X.: Higher Order Derivatives and Differential Cryptanalysis. In: Communication and Cryptology, pp. 227-233. Kluwer Academic Publisher (1994)

[37] Yang, L., Wang, M., Qiao, S.: Side Channel Cube Attack on PRESENT. In: Garay, J.A., Miyaji, A., Otsuka, A. (Eds.) CANS 2009. LNCS, vol. 5888, pp. 379-391. Springer, Heidelberg (2009)

### Appendix

**Table 3: Hamming Weight Bit Position, Cube Indexes, and Superpoly Equations for PRESENT-80 from the Leakage After the First Round**

| HWCubeIndexes | SuperpolyEquation | Bit |
|---------------|-------------------|-----|
| {59,58}       | \( k_{72} + k_{75} \) | 2   |
| {63,60,55,54} | \( k_{79} + k_{78} + k_{69} + k_{79}k_{69} + k_{78}k_{69} + 1 \) | 2   |
| {63,61,10,8}  | \( k_{77}k_{28} \) | 2   |
| {63,61,11,9}  | \( k_{77}k_{25} \) | 2   |
| {63,61,15,12} | \( k_{77} + k_{77}k_{31} + k_{77}k_{30} \) | 2   |
| {63,61,15,13} | \( k_{77}k_{29} \) | 2   |
| {63,61,18,16} | \( k_{77}k_{36} \) | 2   |
| {63,61,19,17} | \( k_{77}k_{33} \) | 2   |
| {63,61,2,0}   | \( k_{77}k_{20} \) | 2   |
| {63,61,23,20} | \( k_{77} + k_{77}k_{39} + k_{77}k_{38} \) | 2   |
| {63,61,23,21} | \( k_{77}k_{37} \) | 2   |
| {63,61,26,24} | \( k_{77}k_{44} \) | 2   |
| {63,61,27,25} | \( k_{77}k_{41} \) | 2   |
| {63,61,3,1}   | \( k_{77}k_{17} \) | 2   |
| {63,61,31,28} | \( k_{77} + k_{77}k_{47} + k_{77}k_{46} \) | 2   |
| {63,61,31,29} | \( k_{77}k_{45} \) | 2   |
| {63,61,34,32} | \( k_{77}k_{52} \) | 2   |
| {63,61,35,33} | \( k_{77}k_{49} \) | 2   |
| {63,61,39,36} | \( k_{77} + k_{77}k_{55} + k_{77}k_{54} \) | 2   |
| {63,61,39,37} | \( k_{77}k_{53} \) | 2   |
| {63,61,42,40} | \( k_{77}k_{60} \) | 2   |
| {63,61,43,41} | \( k_{77}k_{57} \) | 2   |
| {63,61,47,44} | \( k_{77} + k_{77}k_{63} + k_{77}k_{62} \) | 2   |
| {63,61,47,45} | \( k_{77}k_{61} \) | 2   |
| {63,61,50,48} | \( k_{77}k_{68} \) | 2   |
| {63,61,51,49} | \( k_{77}k_{65} \) | 2   |
| {63,61,55,52} | \( k_{77} + k_{77}k_{71} + k_{77}k_{70} \) | 2   |
| {63,61,55,53} | \( k_{77}k_{69} \) | 2   |
| {63,61,57,56} | \( k_{77} + k_{77}k_{76} \) | 2   |
| {63,61,59,57} | \( k_{77}k_{73} \) | 2   |
| {63,61,7,4}   | \( k_{77} + k_{77}k_{23} + k_{77}k_{22} \) | 2   |
| {63,61,7,5}   | \( k_{77}k_{21} \) | 2   |
| {63,62,1,0}   | \( k_{77} + k_{20} + k_{77}k_{20} + 1 \) | 2   |
| {63,62,11,10} | \( k_{77} + k_{25} + k_{77}k_{25} + 1 \) | 2   |
| {63,62,15,12} | \( k_{77} + k_{31} + k_{30} + k_{77}k_{31} + k_{77}k_{30} + 1 \) | 2   |
| {63,62,15,14} | \( k_{77} + k_{29} + k_{77}k_{29} + 1 \) | 2   |
| {63,62,18,16} | \( k_{36} + k_{77}k_{36} \) | 2   |
| {63,62,19,18} | \( k_{77} + k_{33} + k_{77}k_{33} + 1 \) | 2   |
| {63,62,23,20} | \( k_{77} + k_{39} + k_{38} + k_{77}k_{39} + k_{77}k_{38} + 1 \) | 2   |
| {63,62,23,22} | \( k_{77} + k_{37} + k_{77}k_{37} + 1 \) | 2   |
| {63,62,25,24} | \( k_{77} + k_{44} + k_{77}k_{44} + 1 \) | 2   |
| {63,62,27,26} | \( k_{77} + k_{41} + k_{77}k_{41} + 1 \) | 2   |
| {63,62,3,2}   | \( k_{77} + k_{17} + k_{77}k_{17} + 1 \) | 2   |
| {63,62,31,28} | \( k_{77} + k_{47} + k_{46} + k_{77}k_{47} + k_{77}k_{46} + 1 \) | 2   |
| {63,62,31,30} | \( k_{77} + k_{45} + k_{77}k_{45} + 1 \) | 2   |
| {63,62,33,32} | \( k_{77} + k_{52} + k_{77}k_{52} + 1 \) | 2   |
| {63,62,35,34} | \( k_{77} + k_{49} + k_{77}k_{49} + 1 \) | 2   |
| {63,62,39,36} | \( k_{77} + k_{55} + k_{54} + k_{77}k_{55} + k_{77}k_{54} + 1 \) | 2   |
| {63,62,39,38} | \( k_{77} + k_{53} + k_{77}k_{53} + 1 \) | 2   |
| {63,62,42,40} | \( k_{60} + k_{77}k_{60} \) | 2   |
| {63,62,43,42} | \( k_{77} + k_{57} + k_{77}k_{57} + 1 \) | 2   |
| {63,62,47,44} | \( k_{77} + k_{63} + k_{62} + k_{77}k_{63} + k_{77}k_{62} + 1 \) | 2   |
| {63,62,47,45} | \( k_{61} + k_{77}k_{61} \) | 2   |
| {63,62,50,48} | \( k_{68} + k_{77}k_{68} \) | 2   |
| {63,62,51,49} | \( k_{65} + k_{77}k_{65} \) | 2   |
| {63,62,55,52} | \( k_{77} + k_{71} + k_{70} + k_{77}k_{71} + k_{77}k_{70} + 1 \) | 2   |
| {63,62,55,53} | \( k_{69} + k_{77}k_{69} \) | 2   |
| {63,62,55,54} | \( k_{77} + k_{69} + k_{77}k_{69} + 1 \) | 2   |
| {63,62,57,56} | \( k_{77} + k_{76} + k_{77}k_{76} + 1 \) | 2   |
| {63,62,59,58} | \( k_{77} + k_{73} + k_{77}k_{73} + 1 \) | 2   |
| {63,62,7,4}   | \( k_{77} + k_{23} + k_{22} + k_{77}k_{23} + k_{77}k_{22} + 1 \) | 2   |
| {63,62,7,5}   | \( k_{21} + k_{77}k_{21} \) | 2   |
| {63,62,9,8}   | \( k_{77} + k_{28} + k_{77}k_{28} + 1 \) | 2   |
| {63,62}       | \( k_{76} + k_{79} \) | 3   |
| {63,62,61,60,57,52,51,49} | \( k_{73} + k_{74} + 1 \) | 3   |
| {63,62,61,60,58,52,51,49} | \( k_{72} \) | 3   |
| {63,62,61,60,59,57,11,9}  | \( k_{27} \) | 3   |
| {63,62,61,60,59,57,12,10} | \( k_{24} \) | 3   |
| {63,62,61,60,59,57,12,9}  | \( k_{25} + k_{26} + 1 \) | 3   |
| {63,62,61,60,59,57,15,13} | \( k_{31} \) | 3   |
| {63,62,61,60,59,57,19,17} | \( k_{35} \) | 3   |
| {63,62,61,60,59,57,20,17} | \( k_{33} + k_{34} + 1 \) | 3   |
| {63,62,61,60,59,57,20,18} | \( k_{32} \) | 3   |
| {63,62,61,60,59,57,23,21} | \( k_{39} \) | 3   |
| {63,62,61,60,59,57,27,25} | \( k_{43} \) | 3   |
| {63,62,61,60,59,57,28,25} | \( k_{41} + k_{42} + 1 \) | 3   |
| {63,62,61,60,59,57,28,26} | \( k_{40} \) | 3   |
| {63,62,61,60,59,57,3,1}   | \( k_{19} \) | 3   |
| {63,62,61,60,59,57,31,29} | \( k_{47} \) | 3   |
| {63,62,61,60,59,57,35,33} | \( k_{51} \) | 3   |
| {63,62,61,60,59,57,36,33} | \( k_{49} + k_{50} + 1 \) | 3   |
| {63,62,61,60,59,57,36,34} | \( k_{48} \) | 3   |
