49.118.242.14 - - [12/Jun/2017:15:56:03 +0800] "GET /assets/rizhiyi.mp4 HTTP/1.1" 206 933 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
59.46.98.162 - - [12/Jun/2017:15:56:11 +0800] "POST /report HTTP/1.1" 200 37 "-" "Apache-HttpClient/4.2.5 (java 1.5)" "-" 0.001 0.001
103.218.216.123 - - [12/Jun/2017:15:56:20 +0800] "GET / HTTP/1.1" 302 154 "https://www.baidu.com/s?ie=utf-8&f=8&rsv_bp=1&rsv_idx=1&tn=baidu&wd=%E6%97%A5%E5%BF%97%E5%88%86%E6%9E%90&oq=%25E6%2597%25A5%25E5%25BF%2597%25E5%2588%2586%25E6%259E%2590%25E4%25BA%2591&rsv_pq=9d32f1c8000075e0&rsv_t=fb20xbyStirCtTG4vh2SvBpRWB3Jd3VGPU7yxeZrqgfHlQM3ae7f%2BL%2BzVLA&rqlang=cn&rsv_enter=1&inputT=809&rsv_sug3=25&rsv_sug2=0&rsv_sug4=1682" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
103.218.216.123 - - [12/Jun/2017:15:56:21 +0800] "GET / HTTP/1.1" 200 26504 "https://www.baidu.com/s?ie=utf-8&f=8&rsv_bp=1&rsv_idx=1&tn=baidu&wd=%E6%97%A5%E5%BF%97%E5%88%86%E6%9E%90&oq=%25E6%2597%25A5%25E5%25BF%2597%25E5%2588%2586%25E6%259E%2590%25E4%25BA%2591&rsv_pq=9d32f1c8000075e0&rsv_t=fb20xbyStirCtTG4vh2SvBpRWB3Jd3VGPU7yxeZrqgfHlQM3ae7f%2BL%2BzVLA&rqlang=cn&rsv_enter=1&inputT=809&rsv_sug3=25&rsv_sug2=0&rsv_sug4=1682" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
103.218.216.123 - - [12/Jun/2017:15:56:21 +0800] "GET /assets/css/site.css?2 HTTP/1.1" 200 188524 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.039 -
103.218.216.123 - - [12/Jun/2017:15:56:21 +0800] "GET /assets/js/jquery-2.1.1.min.js HTTP/1.1" 200 84245 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.077 -
103.218.216.123 - - [12/Jun/2017:15:56:21 +0800] "GET /assets/img/rzy/homepage/banner2.jpg HTTP/1.1" 200 540184 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.038 -
103.218.216.123 - - [12/Jun/2017:15:56:21 +0800] "GET /assets/img/rzy/homepage/banner1.jpg HTTP/1.1" 200 160224 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.222 -
103.218.216.123 - - [12/Jun/2017:15:56:21 +0800] "GET /assets/img/rzy/homepage/highlight.png HTTP/1.1" 200 111298 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
103.218.216.123 - - [12/Jun/2017:15:56:21 +0800] "GET /assets/img/rzy/homepage/banner3.jpg HTTP/1.1" 200 275573 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.349 -
103.218.216.123 - - [12/Jun/2017:15:56:22 +0800] "GET /assets/img/rzy/small-icons.png HTTP/1.1" 200 75946 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.384 -
