  3. 起初以为只是花指令，所以就把他们无视了，直接来看后面的函数。但后面的函数明显有好多不正常的指令
  4. 然后看到 `push 33h` ，结合题目的名字，联想到了天堂之门技术。所以 shellcode2 上来的几条指令就是完成了 32 位到 64 位的切换，因此应该用 IDA 64位去分析后面的逻辑 
         void shellcode2_raw() {
       int length;  // [rsp+1C4h] [rbp+144h]
       int j;       // [rsp+1C8h] [rbp+148h]
       int i;       // [rsp+1CCh] [rbp+14Ch]
       int target[25] = {5, 18, 14, 23, 11, 17, 12, 4, 25, 24, 1, 20, 19, 15, 13, 10, 6, 21, 7, 22, 8, 3, 9, 2, 16};
       int buf[25] = {5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 7, 1, 8, 11, 6, 13, 3};
       length = 25;
       uint64_t flag = 0;
       do {
         flag+=1;
         // 从结尾找递减序列
         for (i = length - 1; i > 0 && buf[i - 1] >= buf[i]; --i)
           ;
         if (i = i && buf[i - 1] >= buf[j]; --j)
           ;
         // swap
         buf[i - 1] ^= buf[j];
         buf[j] ^= buf[i - 1];
         buf[i - 1] ^= buf[j];
         // 递减序列颠倒
         for (j = length - 1; i < j; --j) {
           buf[i] ^= buf[j];
           buf[j] ^= buf[i];
           buf[i++] ^= buf[j];
         }
         for (i = 0; i < length && buf[i] == target[i]; ++i) {
           ;
         }
       } while (i < length);
       cout << flag << endl;
     }
  5. 这里其实和逆向的关系不大了，考察的是阅读和理解算法的能力
  6. 每轮循环所执行的操作 
    1. `flag++`
    2. 从结尾出发，找到一个递减序列
    3. 将不在递减序列里的值引入递减序列中
    4. 将找到的递减序列颠倒
    5. 判断此时被操作的序列是否与 target 相同，如果相同则 break 并输出 flag（源程序里是调用 `MessageBoxA` 输出）
  7. 因此，题意的本质就是求从初始的 buf 到 最终的 target 要经历多少轮操作
  8. 运行一下，发现是非常耗时的，说明里面有大量的无用功
  9. 通过观察每一轮中被操作序列的变化，可以发现无用功来自于这个颠倒的操作。 **每次当长度为 n 的序列被颠倒，就要有 n! 轮操作去逆转这个操作**
  10. 因此，从 buf 到 target 的排序过程可以拆解为三部分 
    1. 排序的次数
    2. 逆转反序操作的次数
    3. 最后一轮的逆转操作中，从开始到 target 所要经历的次数
  11. 先看一下，只执行排序过程时，序列的变化（把逆序操作部分的代码删除，并添加打印的代码即可） 
        5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 7, 1, 8, 11, 13, 6, 3, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 7, 1, 8, 13, 11, 6, 3, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 7, 1, 11, 13, 8, 6, 3, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 7, 1, 13, 11, 8, 6, 3, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 7, 3, 13, 11, 8, 6, 1, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 7, 6, 13, 11, 8, 3, 1, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 7, 8, 13, 11, 6, 3, 1, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 7, 11, 13, 8, 6, 3, 1, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 7, 13, 11, 8, 6, 3, 1, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 8, 13, 11, 7, 6, 3, 1, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 11, 13, 8, 7, 6, 3, 1, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 2, 17, 13, 11, 8, 7, 6, 3, 1, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 3, 17, 13, 11, 8, 7, 6, 2, 1, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 6, 17, 13, 11, 8, 7, 3, 2, 1, 
    5, 18, 14, 23, 9, 15, 4, 21, 10, 20, 19, 25, 24, 22, 12, 16, 7, 17, 13, 11, 8, 6, 3, 2, 1, 
