 dbms_sql       | last_row_count
 dbms_sql       | open_cursor
 dbms_sql       | parse
 dbms_utility   | analyze_database
 dbms_utility   | analyze_part_object
 dbms_utility   | analyze_schema
 dbms_utility   | appendtostring
 dbms_utility   | canonicalize
 dbms_utility   | comma_to_table
 dbms_utility   | comma_to_table
 dbms_utility   | db_version
 dbms_utility   | exec_ddl_statement
 dbms_utility   | format_call_stack
 dbms_utility   | get_cpu_time
 dbms_utility   | get_dependency
 dbms_utility   | get_hash_value
 dbms_utility   | get_parameter_value
 dbms_utility   | get_time
 dbms_utility   | getdependency
 dbms_utility   | getoid
 dbms_utility   | gettoken
 dbms_utility   | name_tokenize
 dbms_utility   | showerror
 dbms_utility   | showerror
 dbms_utility   | table_to_comma
 dbms_utility   | table_to_comma
 dbms_aqadm     | _dbms_aqadm_validate_name
 dbms_aqadm     | alter_queue
 dbms_aqadm     | alter_queue_table
 dbms_aqadm     | create_queue
 dbms_aqadm     | create_queue_table
 dbms_aqadm     | drop_queue
 dbms_aqadm     | drop_queue_table
 dbms_aqadm     | purge_queue_table
 dbms_aqadm     | start_queue
 dbms_aqadm     | stop_queue
 dbms_aq        | _dbms_aq_build_dequeue_query
 dbms_aq        | _dbms_aq_callback_operation
 dbms_aq        | _dbms_aq_open_dequeue_cursor
 dbms_aq        | _enqueue
 dbms_aq        | dequeue
 dbms_aq        | enqueue
 dbms_aq        | get_qualified_object_name
 dbms_aq        | register
 dbms_aq        | unregister
 dbms_profiler  | _install
 dbms_profiler  | _reset
 dbms_profiler  | _write_runs
 dbms_profiler  | _write_units
 dbms_profiler  | cons
 dbms_profiler  | flush_data
 dbms_profiler  | flush_data
 dbms_profiler  | get_version
 dbms_profiler  | internal_version_check
 dbms_profiler  | pause_profiler
 dbms_profiler  | pause_profiler
 dbms_profiler  | resume_profiler
 dbms_profiler  | resume_profiler
 dbms_profiler  | start_profiler
 dbms_profiler  | start_profiler
 dbms_profiler  | start_profiler
 dbms_profiler  | start_profiler
 dbms_profiler  | stop_profiler
 dbms_profiler  | stop_profiler
 dbms_random    | initialize
 dbms_random    | normal
 dbms_random    | random
 dbms_random    | seed
 dbms_random    | seed
 dbms_random    | string
 dbms_random    | terminate
 dbms_random    | value
 dbms_random    | value
 dbms_redact    | _get_qualified_table_name
 dbms_redact    | _get_redact_func_call
 dbms_redact    | add_policy
 dbms_redact    | alter_policy
 dbms_redact    | disable_policy
 dbms_redact    | drop_policy
 dbms_redact    | enable_policy
 dbms_redact    | update_full_redaction_values
 dbms_lock      | sleep
 dbms_scheduler | _check_job_arg_has_value
 dbms_scheduler | _check_pgagent
 dbms_scheduler | _get_job_action_for_stored_procedure
 dbms_scheduler | _get_job_action_procedure
 dbms_scheduler | _scheduler_convert_int_array_to_bool_array
 dbms_scheduler | _scheduler_create_job
 dbms_scheduler | _scheduler_create_program
 dbms_scheduler | _scheduler_create_schedule
 dbms_scheduler | _scheduler_evaluate_calendar_string
 dbms_scheduler | _scheduler_execute_job_action_string
 dbms_scheduler | _scheduler_get_job_id
 dbms_scheduler | _scheduler_get_job_program_schedule_id
 dbms_scheduler | _scheduler_get_next_run_date
 dbms_scheduler | _scheduler_get_next_run_from_now
 dbms_scheduler | _scheduler_get_program_id
 dbms_scheduler | _scheduler_get_schedule_id
 dbms_scheduler | _scheduler_raise_invalid_parameter_value
 dbms_scheduler | _scheduler_raise_undefined_object
 dbms_scheduler | _scheduler_resolve_calender_string
 dbms_scheduler | _scheduler_run_job
 dbms_scheduler | create_job
 dbms_scheduler | create_job
 dbms_scheduler | create_program
 dbms_scheduler | create_schedule
 dbms_scheduler | define_program_argument
 dbms_scheduler | define_program_argument
 dbms_scheduler | disable
 dbms_scheduler | drop_job
 dbms_scheduler | drop_program
 dbms_scheduler | drop_program_argument
 dbms_scheduler | drop_program_argument
 dbms_scheduler | drop_schedule
 dbms_scheduler | enable
 dbms_scheduler | evaluate_calendar_string
 dbms_scheduler | run_job
 dbms_scheduler | set_job_argument_value
 dbms_scheduler | set_job_argument_value
 dbms_crypto    | convert_typ_to_pg
 dbms_crypto    | decrypt
 dbms_crypto    | decrypt
 dbms_crypto    | decrypt
 dbms_crypto    | encrypt
 dbms_crypto    | encrypt
 dbms_crypto    | encrypt
 dbms_crypto    | hash
 dbms_crypto    | hash
 dbms_crypto    | mac
 dbms_crypto    | mac
 dbms_crypto    | randombytes
 dbms_crypto    | randominteger
 dbms_crypto    | randomnumber
 dbms_mview     | _get_mv_dependencies
 dbms_mview     | _refresh
 dbms_mview     | _refresh_all_mviews
 dbms_mview     | _refresh_dependent
 dbms_mview     | get_dependent_mvs
 dbms_mview     | get_mv_dependencies
 dbms_mview     | get_relid
 dbms_mview     | refresh
 dbms_mview     | refresh
 dbms_mview     | refresh_all_mviews
 dbms_mview     | refresh_dependent
 dbms_mview     | refresh_dependent
 dbms_mview     | validate_list
 dbms_mview     | validate_method
 dbms_session   | set_role
 utl_encode     | base64_decode
 utl_encode     | base64_encode
 utl_encode     | base64_encode
 utl_encode     | get_losize
 utl_encode     | mimeheader_decode
 utl_encode     | mimeheader_encode
 utl_encode     | quoted_printable_decode
 utl_encode     | quoted_printable_encode
 utl_encode     | text_decode
 utl_encode     | text_encode
 utl_encode     | uudecode
 utl_encode     | uuencode
 utl_http       | begin_request
 utl_http       | end_request
 utl_http       | end_response
 utl_http       | get_body_charset
 utl_http       | get_body_charset
 utl_http       | get_follow_redirect
 utl_http       | get_header
 utl_http       | get_header_by_name
 utl_http       | get_header_count
 utl_http       | get_response
 utl_http       | get_response_error_check
 utl_http       | get_transfer_timeout
 utl_http       | read_line
 utl_http       | read_raw
 utl_http       | read_text
 utl_http       | request
 utl_http       | request_pieces
 utl_http       | set_body_charset
 utl_http       | set_body_charset
 utl_http       | set_body_charset
 utl_http       | set_follow_redirect
 utl_http       | set_follow_redirect
 utl_http       | set_header
 utl_http       | set_response_error_check
 utl_http       | set_transfer_timeout
 utl_http       | set_transfer_timeout
 utl_http       | write_line
 utl_http       | write_raw
 utl_http       | write_text
 utl_file       | fclose
 utl_file       | fclose_all
 utl_file       | fcopy
 utl_file       | fflush
 utl_file       | fopen
 utl_file       | fopen
 utl_file       | fremove
 utl_file       | frename
 utl_file       | get_line
 utl_file       | get_nextline
 utl_file       | is_open
 utl_file       | new_line
 utl_file       | new_line
 utl_file       | put
 utl_file       | put
 utl_file       | put
 utl_file       | put
 utl_file       | put
 utl_file       | put_line
 utl_file       | put_line
 utl_file       | put_line
 utl_file       | put_line
 utl_file       | putf
 utl_file       | putf
 utl_file       | putf
 utl_file       | putf
 utl_file       | putf
 utl_file       | putf
 utl_tcp        | close_all_connections
 utl_tcp        | close_connection
 utl_tcp        | cons
 utl_tcp        | open_connection
 utl_tcp        | prv_write_text
 utl_tcp        | read_line
 utl_tcp        | write_line
 utl_tcp        | write_raw
 utl_tcp        | write_text
 utl_smtp       | close_data
 utl_smtp       | close_data
 utl_smtp       | command
 utl_smtp       | command
 utl_smtp       | command_replies
 utl_smtp       | data
 utl_smtp       | data
 utl_smtp       | ehlo
 utl_smtp       | ehlo
 utl_smtp       | get_reply_record
 utl_smtp       | helo
 utl_smtp       | helo
 utl_smtp       | help
 utl_smtp       | imp_close_data
 utl_smtp       | imp_command
 utl_smtp       | imp_command_replies
 utl_smtp       | imp_data
 utl_smtp       | imp_ehlo
 utl_smtp       | imp_get_tcp_from_smtp
 utl_smtp       | imp_helo
 utl_smtp       | imp_mail
 utl_smtp       | imp_noop
 utl_smtp       | imp_open_connection
 utl_smtp       | imp_open_data
 utl_smtp       | imp_quit
 utl_smtp       | imp_rcpt
 utl_smtp       | imp_rset
 utl_smtp       | mail
 utl_smtp       | mail
 utl_smtp       | noop
 utl_smtp       | noop
 utl_smtp       | open_connection
 utl_smtp       | open_data
 utl_smtp       | open_data
 utl_smtp       | quit
 utl_smtp       | quit
 utl_smtp       | rcpt
 utl_smtp       | rcpt
 utl_smtp       | rset
 utl_smtp       | rset
 utl_smtp       | vrfy
 utl_smtp       | write_data
 utl_mail       | imp_add_all_recipients
 utl_mail       | imp_add_boundary_text
 utl_mail       | imp_add_boundary_text_and_mimetype
 utl_mail       | imp_add_boundary_text_at_end
 utl_mail       | imp_add_content_disposition
 utl_mail       | imp_add_content_transfer_encoding
 utl_mail       | imp_add_content_type
 utl_mail       | imp_add_mime
 utl_mail       | imp_add_priority
 utl_mail       | imp_add_recipients
 utl_mail       | imp_add_subject
 utl_mail       | imp_fold_and_write_data
 utl_mail       | imp_generate_boundary_text
 utl_mail       | imp_perform_attachment_tasks
 utl_mail       | imp_perform_final_tasks
 utl_mail       | imp_perform_initial_tasks
 utl_mail       | imp_prepare
 utl_mail       | imp_send_attach_raw
 utl_mail       | imp_separate_address
 utl_mail       | send
 utl_mail       | send_attach_raw
 utl_mail       | send_attach_raw
 utl_mail       | send_attach_varchar2
 utl_url        | escape
 utl_url        | unescape
 utl_raw        | cast_to_raw
 utl_raw        | cast_to_varchar2
 utl_raw        | concat
 utl_raw        | convert
 utl_raw        | length
 utl_raw        | substr
(440 rows)
```
### 7、方法（函数）的内容    
方法内容通过edbwrap进行了加密，防止内容被泄露。    
```    
postgres=# select pronamespace::regnamespace,proname,prosrc,probin from pg_proc where proname='validate_method';    
 pronamespace |     proname     |                                    prosrc                                    | probin     
--------------+-----------------+------------------------------------------------------------------------------+--------    
 dbms_mview   | validate_method |                                                                             +|     
              |                 | $__EDBwrapped__$                                                            +|     
              |                 | UTF8                                                                        +|     
              |                 | d3WWWbzdq4aFEE9YtKelQsiUJUdwMwHTRe2KcwX86IY7qgHj5Piizwi8QNb0gF/BBNDLKHYbYAPH+|     
              |                 | RPTZi7dwzWef/rA8wXj/+JN0+qcgKIiPb+ARfmFp7hWmdMN7APDkKVgLfIliEFTD2EikHxwHKDeL+|     
              |                 | laxDTP6O9jDahHg6Jig30eY0PmWGV7gsHa4Ib/+WkfjnJSWRZuV9QgeHwPSN6cwE4JKm534wFCNu+|     
              |                 | dMxKkP/Nk3YSC3IYeQ/CmsfWf1OP2wvFeLfzTrOprIlNYTc2vq3TMq7isC1p1XHyMAzd/iABj1+V+|     
              |                 | ptbgka4W38bkfqan6EEBAhm4J0V3QF+rGudOl6o9CwE5o8lXKA5t6Bth3BLhkAU/01hGN+tt+CNh+|     
              |                 | TvnePUnpRMSG4hfiCR1gHCm+SMbV9ZkCPP70XN1bzDHXC4LG+tvo4Z/0IoGgn3oVszGdkZhiG/SK+|     
              |                 | jyzAQb6nSAzm8lPAuX2kBkn71u43DdUDwv5kVAn1S4PtYrcxei3MOIH0i+5f8S9+qiDNUlohvhnp+|     
