40.77.167.18 - - [13/Jun/2017:09:19:38 +0800] "GET /docs/howtouse/field/ HTTP/1.1" 404 2798 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-" 0.000 -
40.77.167.18 - - [13/Jun/2017:09:19:39 +0800] "GET /docs/howtouse/dictionary.html HTTP/1.1" 404 2798 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-" 0.000 -
40.77.167.18 - - [13/Jun/2017:09:19:39 +0800] "GET /docs/howtouse/alert/ HTTP/1.1" 404 2798 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-" 0.000 -
40.77.167.18 - - [13/Jun/2017:09:19:40 +0800] "GET /products/ HTTP/1.1" 302 154 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-" 0.000 -
124.42.42.68 - - [13/Jun/2017:09:19:43 +0800] "GET /products/questions/ HTTP/1.1" 200 9370 "https://www.rizhiyi.com/products/newfeatures/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
202.96.118.113 - - [13/Jun/2017:09:19:43 +0800] "GET /docs/api/ HTTP/1.1" 200 6917 "https://www.rizhiyi.com/docs/alert/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
73.217.179.7 - - [13/Jun/2017:09:19:45 +0800] "GET / HTTP/1.1" 302 154 "https://en.wikipedia.org/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
73.217.179.7 - - [13/Jun/2017:09:19:46 +0800] "GET / HTTP/1.1" 200 6474 "https://en.wikipedia.org/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
73.217.179.7 - - [13/Jun/2017:09:19:47 +0800] "GET /assets/js/jquery-2.1.1.min.js HTTP/1.1" 200 29495 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
73.217.179.7 - - [13/Jun/2017:09:19:47 +0800] "GET /assets/img/rzy/homepage/banner1.jpg HTTP/1.1" 200 144890 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.500 -
73.217.179.7 - - [13/Jun/2017:09:19:47 +0800] "GET /assets/css/site.css?2 HTTP/1.1" 200 35595 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.510 -
73.217.179.7 - - [13/Jun/2017:09:19:48 +0800] "GET /assets/img/rzy/homepage/highlight2.png HTTP/1.1" 200 38037 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.257 -
73.217.179.7 - - [13/Jun/2017:09:19:48 +0800] "GET /assets/img/rzy/homepage/banner2.jpg HTTP/1.1" 200 536561 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.498 -
73.217.179.7 - - [13/Jun/2017:09:19:48 +0800] "GET /assets/img/rzy/small-icons.png HTTP/1.1" 200 72322 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.761 -
73.217.179.7 - - [13/Jun/2017:09:19:49 +0800] "GET /assets/img/rzy/homepage/highlight.png HTTP/1.1" 200 106736 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.518 -
73.217.179.7 - - [13/Jun/2017:09:19:49 +0800] "GET /assets/img/rzy/homepage/desc-1x.png HTTP/1.1" 200 453181 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.997 -
73.217.179.7 - - [13/Jun/2017:09:19:49 +0800] "GET /assets/img/rzy/homepage/banner3.jpg HTTP/1.1" 200 264078 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.822 -
73.217.179.7 - - [13/Jun/2017:09:19:50 +0800] "GET /assets/img/rzy/customer-logos-1x.png HTTP/1.1" 200 163599 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 1.869 -
124.42.42.68 - - [13/Jun/2017:09:19:51 +0800] "GET /assets/rizhiyi.mp4 HTTP/1.1" 206 294639 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.109 -
124.42.42.68 - - [13/Jun/2017:09:19:51 +0800] "GET /assets/rizhiyi.mp4 HTTP/1.1" 206 127680 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.078 -
111.206.36.18 - - [13/Jun/2017:09:19:57 +0800] "GET / HTTP/1.1" 200 6474 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36" "-" 0.000 -
111.206.36.10 - - [13/Jun/2017:09:19:57 +0800] "GET /assets/css/site.css?2 HTTP/1.1" 200 35595 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36" "-" 0.000 -
111.206.36.18 - - [13/Jun/2017:09:19:57 +0800] "GET /assets/js/jquery-2.1.1.min.js HTTP/1.1" 200 29495 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36" "-" 0.000 -
124.251.17.159 - - [13/Jun/2017:09:20:20 +0800] "POST /report HTTP/1.1" 200 37 "-" "Apache-HttpClient/4.2.5 (java 1.5)" "-" 0.000 0.000
183.14.30.198 - - [13/Jun/2017:09:20:23 +0800] "GET /assets/rizhiyi.mp4 HTTP/1.1" 206 376559 "https://www.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.160 -
183.14.30.198 - - [13/Jun/2017:09:20:23 +0800] "GET /assets/rizhiyi.mp4 HTTP/1.1" 206 148389 "https://www.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.142 -
