101.5.229.45 - - [12/Jun/2017:17:10:39 +0800] "GET /assets/img/rzy/customer-logos-1x.png HTTP/1.1" 200 262861 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.514 -
14.145.145.155 - - [12/Jun/2017:17:10:40 +0800] "GET /favicon.ico HTTP/1.1" 200 3222 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:10:40 +0800] "GET /assets/img/rzy/homepage/desc-1x.png HTTP/1.1" 200 453196 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.911 -
101.5.229.45 - - [12/Jun/2017:17:10:40 +0800] "GET /favicon.ico HTTP/1.1" 200 3222 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:10:42 +0800] "GET /about/company/ HTTP/1.1" 200 4872 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:10:42 +0800] "GET /assets/js/colorbox/colorbox.css HTTP/1.1" 200 1252 "https://www.rizhiyi.com/about/company/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:10:42 +0800] "GET /assets/js/site.js HTTP/1.1" 200 796 "https://www.rizhiyi.com/about/company/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:10:42 +0800] "GET /assets/img/rzy/about/zhenfund.png HTTP/1.1" 200 4554 "https://www.rizhiyi.com/about/company/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:10:42 +0800] "GET /assets/img/rzy/about/sequoia.png HTTP/1.1" 200 27784 "https://www.rizhiyi.com/about/company/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:10:42 +0800] "GET /assets/img/rzy/about/nav-icon.png HTTP/1.1" 200 10410 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.226.33.239 - - [12/Jun/2017:17:11:26 +0800] "GET / HTTP/1.1" 400 264 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0" "-" 0.033 -
120.236.178.177 - - [12/Jun/2017:17:11:28 +0800] "GET /products/ HTTP/1.1" 304 0 "https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-7054762349007490&format=300x250&output=html&h=250&slotname=5705695566&adk=4086777233&adf=3313364097&w=300&lmt=1497256990&avail_w=300&flash=23.0.0&url=http%3A%2F%2Fwww.tuicool.com%2Farticles%2FZ77rMfe&wgl=1&dt=1497256990268&bpp=17&bdt=1243&fdt=24&idt=103&shv=r20170605&cbv=r20170110&saldr=aa&correlator=5856656963585&frm=20&ga_vid=670349063.1497256990&ga_sid=1497256990&ga_hid=689782025&ga_fc=0&pv=2&iag=3&icsg=2&nhd=1&dssz=2&mdo=0&mso=0&u_tz=480&u_his=1&u_java=1&u_h=1080&u_w=1920&u_ah=1040&u_aw=1920&u_cd=24&u_nplug=27&u_nmime=48&adx=1067&ady=1248&biw=1730&bih=817&abxe=1&eid=10593696%2C575144605&oid=3&ref=https%3A%2F%2Fwww.baidu.com%2Flink%3Furl%3D1-MXHyJ0vBu6ySABo1x85uVAdOdwQvFngdCJ0B7fCl9yUsm1cXUe9rz5kn21JmZiHR42v9ehq4IiVOiSzmT2iq%26wd%3D%26eqid%3Dec9fc6e40000297d00000003593e5412&rx=0&eae=0&fc=528&brdim=0%2C115%2C0%2C115%2C1920%2C0%2C1920%2C899%2C1745%2C817&vis=1&rsz=%7C%7CeEbr%7C&abl=CS&ppjl=f&pfx=0&fu=16&bc=1&ifi=1&xpc=qb5q7h4OVy&p=http%3A//www.tuicool.com&dtd=151" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
120.236.178.177 - - [12/Jun/2017:17:11:28 +0800] "GET /assets/css/site.css?2 HTTP/1.1" 304 0 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
120.236.178.177 - - [12/Jun/2017:17:11:28 +0800] "GET /assets/js/jquery-2.1.1.min.js HTTP/1.1" 304 0 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
120.236.178.177 - - [12/Jun/2017:17:11:28 +0800] "GET /assets/js/site.js HTTP/1.1" 304 0 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
120.236.178.177 - - [12/Jun/2017:17:11:28 +0800] "GET /assets/img/rzy/small-icons.png HTTP/1.1" 304 0 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
120.236.178.177 - - [12/Jun/2017:17:11:28 +0800] "GET /assets/img/rzy/production/subnav_bg.png HTTP/1.1" 304 0 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
120.236.178.177 - - [12/Jun/2017:17:11:28 +0800] "GET /assets/img/rzy/production/subnav_bg_act.png HTTP/1.1" 304 0 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
120.236.178.177 - - [12/Jun/2017:17:11:28 +0800] "GET /assets/img/rzy/product/advan-icons.png HTTP/1.1" 304 0 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
120.236.178.177 - - [12/Jun/2017:17:11:28 +0800] "GET /assets/img/rzy/product/galaxy.png HTTP/1.1" 304 0 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
120.236.178.177 - - [12/Jun/2017:17:11:29 +0800] "GET /favicon.ico HTTP/1.1" 200 3222 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
66.249.64.193 - - [12/Jun/2017:17:12:05 +0800] "GET / HTTP/1.1" 200 6474 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-" 0.000 -
