276,-,1118771847,2005.06.14,R26-M0-N8-C:J03-U01,2005-06-14-10.57.27.640707,R26-M0-N8-C:J03-U01,RAS,KERNEL,FATAL,guaranteed instruction cache block touch.0,E69,guaranteed instruction cache block touch.
277,-,1118771875,2005.06.14,R20-M1-NB-C:J11-U11,2005-06-14-10.57.55.166387,R20-M1-NB-C:J11-U11,RAS,KERNEL,FATAL,program interrupt: fp cr field .............0,E99,program interrupt: fp cr field .............
278,-,1118771909,2005.06.14,R24-M1-N5-C:J09-U01,2005-06-14-10.58.29.332156,R24-M1-N5-C:J09-U01,RAS,KERNEL,FATAL,program interrupt: fp cr field .............0,E99,program interrupt: fp cr field .............
279,-,1118771917,2005.06.14,R24-M0-N2-C:J04-U01,2005-06-14-10.58.37.145331,R24-M0-N2-C:J04-U01,RAS,KERNEL,FATAL,program interrupt: fp cr field .............0,E99,program interrupt: fp cr field .............
280,-,1118771928,2005.06.14,R27-M1-N4-C:J05-U11,2005-06-14-10.58.48.336960,R27-M1-N4-C:J05-U11,RAS,KERNEL,FATAL,guaranteed data cache block touch........1,E68,guaranteed data cache block touch........
281,-,1118771934,2005.06.14,R24-M0-ND-C:J02-U11,2005-06-14-10.58.54.996783,R24-M0-ND-C:J02-U11,RAS,KERNEL,FATAL,program interrupt: fp cr field .............0,E99,program interrupt: fp cr field .............
282,-,1118771988,2005.06.14,R27-M0-N7-C:J02-U01,2005-06-14-10.59.48.153923,R27-M0-N7-C:J02-U01,RAS,KERNEL,FATAL,force load/store alignment...............0,E64,force load/store alignment...............
283,-,1118772022,2005.06.14,R26-M0-N6-C:J14-U11,2005-06-14-11.00.22.056566,R26-M0-N6-C:J14-U11,RAS,KERNEL,FATAL,icache prefetch depth....................0,E71,icache prefetch depth....................
284,-,1118772057,2005.06.14,R24-M0-N2-C:J16-U11,2005-06-14-11.00.57.941787,R24-M0-N2-C:J16-U11,RAS,KERNEL,FATAL,machine state register: 0x00002000,E85,machine state register: 
285,-,1118772070,2005.06.14,R21-M1-N2-C:J10-U11,2005-06-14-11.01.10.339106,R21-M1-N2-C:J10-U11,RAS,KERNEL,FATAL,machine state register: 0x00002000,E85,machine state register: 
286,-,1118772122,2005.06.14,R27-M0-N1-C:J15-U01,2005-06-14-11.02.02.534437,R27-M0-N1-C:J15-U01,RAS,KERNEL,FATAL,icache prefetch threshold................0,E72,icache prefetch threshold................
287,-,1118772122,2005.06.14,R27-M0-N1-C:J08-U11,2005-06-14-11.02.02.749469,R27-M0-N1-C:J08-U11,RAS,KERNEL,FATAL,icache prefetch threshold................0,E72,icache prefetch threshold................
288,-,1118772150,2005.06.14,R24-M0-NC-C:J12-U11,2005-06-14-11.02.30.070774,R24-M0-NC-C:J12-U11,RAS,KERNEL,FATAL,machine state register: 0x00002000,E85,machine state register: 
289,-,1118772188,2005.06.14,R20-M0-N3-C:J06-U11,2005-06-14-11.03.08.491655,R20-M0-N3-C:J06-U11,RAS,KERNEL,FATAL,wait state enable.................0,E120,wait state enable.................
290,-,1118772337,2005.06.14,R24-M0-N7-C:J06-U01,2005-06-14-11.05.37.845720,R24-M0-N7-C:J06-U01,RAS,KERNEL,FATAL,critical input interrupt enable...0,E48,critical input interrupt enable...
291,-,1118772585,2005.06.14,R20-M1-N1-C:J10-U01,2005-06-14-11.09.45.838343,R20-M1-N1-C:J10-U01,RAS,KERNEL,FATAL,"problem state (0=sup,1=usr).......0",E97,"problem state (=sup,=usr)......."
292,-,1118772602,2005.06.14,R21-M1-NA-C:J07-U01,2005-06-14-11.10.02.651943,R21-M1-NA-C:J07-U01,RAS,KERNEL,FATAL,"problem state (0=sup,1=usr).......0",E97,"problem state (=sup,=usr)......."
293,-,1118772772,2005.06.14,R21-M0-NF-C:J09-U01,2005-06-14-11.12.52.380819,R21-M0-NF-C:J09-U01,RAS,KERNEL,FATAL,floating point instr. enabled.....1,E62,floating point instr. enabled.....
294,-,1118772810,2005.06.14,R27-M0-N9-C:J12-U01,2005-06-14-11.13.30.870052,R27-M0-N9-C:J12-U01,RAS,KERNEL,FATAL,special purpose registers:,E115,special purpose registers:
295,-,1118772877,2005.06.14,R27-M1-N3-C:J04-U11,2005-06-14-11.14.37.821210,R27-M1-N3-C:J04-U11,RAS,KERNEL,FATAL,lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,E79,lr: cr: xer: ctr:
296,-,1118772927,2005.06.14,R27-M0-N6-C:J02-U11,2005-06-14-11.15.27.823191,R27-M0-N6-C:J02-U11,RAS,KERNEL,FATAL,rts internal error,E107,rts internal error
297,-,1118773031,2005.06.14,R21-M0-N2-C:J17-U11,2005-06-14-11.17.11.514583,R21-M0-N2-C:J17-U11,RAS,KERNEL,FATAL,floating pt ex mode 0 enable......0,E63,floating pt ex mode  enable......
298,-,1118773049,2005.06.14,R20-M1-NF-C:J14-U11,2005-06-14-11.17.29.948847,R20-M1-NF-C:J14-U11,RAS,KERNEL,FATAL,floating pt ex mode 0 enable......0,E63,floating pt ex mode  enable......
299,-,1118773252,2005.06.14,R20-M1-N0-C:J10-U01,2005-06-14-11.20.52.106874,R20-M1-N0-C:J10-U01,RAS,KERNEL,FATAL,debug wait enable.................0,E58,debug wait enable.................
300,-,1118773424,2005.06.14,R25-M0-N2-C:J04-U11,2005-06-14-11.23.44.638394,R25-M0-N2-C:J04-U11,RAS,KERNEL,FATAL,floating pt ex mode 1 enable......0,E63,floating pt ex mode  enable......
301,-,1118773618,2005.06.14,R25-M1-N7-C:J09-U11,2005-06-14-11.26.58.490506,R25-M1-N7-C:J09-U11,RAS,KERNEL,FATAL,instruction address space.........0,E75,instruction address space.........
302,-,1118773741,2005.06.14,R21-M0-N9-C:J08-U01,2005-06-14-11.29.01.258503,R21-M0-N9-C:J08-U01,RAS,KERNEL,FATAL,data address space................0,E49,data address space................
303,-,1118773750,2005.06.14,R25-M1-NF-C:J16-U11,2005-06-14-11.29.10.800711,R25-M1-NF-C:J16-U11,RAS,KERNEL,FATAL,data address space................0,E49,data address space................
304,-,1118773772,2005.06.14,R24-M1-N0-C:J04-U11,2005-06-14-11.29.32.480633,R24-M1-N0-C:J04-U11,RAS,KERNEL,FATAL,data address space................0,E49,data address space................
305,-,1118773807,2005.06.14,R20-M1-N5-C:J13-U01,2005-06-14-11.30.07.879884,R20-M1-N5-C:J13-U01,RAS,KERNEL,FATAL,core configuration register: 0x00002000,E43,core configuration register: 
306,-,1118773808,2005.06.14,R20-M1-NA-C:J03-U01,2005-06-14-11.30.08.524358,R20-M1-NA-C:J03-U01,RAS,KERNEL,FATAL,core configuration register: 0x00002000,E43,core configuration register: 
307,-,1118773837,2005.06.14,R24-M0-NF-C:J08-U01,2005-06-14-11.30.37.732517,R24-M0-NF-C:J08-U01,RAS,KERNEL,FATAL,core configuration register: 0x00002000,E43,core configuration register: 
308,-,1118773839,2005.06.14,R21-M0-ND-C:J17-U11,2005-06-14-11.30.39.961375,R21-M0-ND-C:J17-U11,RAS,KERNEL,FATAL,core configuration register: 0x00002000,E43,core configuration register: 
309,-,1118773862,2005.06.14,R21-M0-N7-C:J02-U11,2005-06-14-11.31.02.213030,R21-M0-N7-C:J02-U11,RAS,KERNEL,FATAL,core configuration register: 0x00002000,E43,core configuration register: 
310,-,1118773883,2005.06.14,R24-M1-N6-C:J17-U01,2005-06-14-11.31.23.322583,R24-M1-N6-C:J17-U01,RAS,KERNEL,FATAL,core configuration register: 0x00002000,E43,core configuration register: 
311,-,1118773941,2005.06.14,R20-M1-NA-C:J04-U01,2005-06-14-11.32.21.174785,R20-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,disable store gathering..................0,E59,disable store gathering..................
312,-,1118774011,2005.06.14,R24-M0-NA-C:J14-U01,2005-06-14-11.33.31.835838,R24-M0-NA-C:J14-U01,RAS,KERNEL,FATAL,disable store gathering..................0,E59,disable store gathering..................
313,-,1118774042,2005.06.14,R25-M1-N8-C:J03-U11,2005-06-14-11.34.02.588297,R25-M1-N8-C:J03-U11,RAS,KERNEL,FATAL,disable store gathering..................0,E59,disable store gathering..................
314,-,1118783531,2005.06.14,R22-M0-N7-C:J08-U11,2005-06-14-14.12.11.357904,R22-M0-N7-C:J08-U11,RAS,KERNEL,INFO,generating core.42,E67,generating core.
315,-,1118784453,2005.06.14,R07-M0-N6-C:J11-U01,2005-06-14-14.27.33.186273,R07-M0-N6-C:J11-U01,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected,E118,total of  ddr error(s) detected and corrected
316,-,1118795802,2005.06.14,R23-M0-ND-C:J13-U01,2005-06-14-17.36.42.381657,R23-M0-ND-C:J13-U01,RAS,KERNEL,INFO,generating core.145,E67,generating core.
317,-,1118809915,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-21.31.55.295748,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
318,-,1118810502,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-21.41.42.351016,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
319,-,1118811100,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-21.51.40.083003,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
320,-,1118811393,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-21.56.33.279265,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
321,-,1118812716,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-22.18.36.751583,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
