### Key Generation and Security Implications

The presence of small prime divisors in RSA keys can significantly impact their security. The rejection of 2047-bit RSA keys increased the average key generation time to 141 seconds. Generating both ID card key pairs alone would extend the renewal process by approximately five minutes on average, and in worst-case scenarios, even more time, as shown in Figure 15b.

For jTOP SLE78-powered ID cards, the practice of using a random public exponent was discontinued. The average key generation time of 13 seconds (see Figure 16 for distribution) was deemed acceptable for both initial key generation and ID card renewal at PPA customer service points. Later, switching to ECC with curve P-384 reduced the on-card key generation time to an average of 0.37 seconds.

### Key Management and Security Risks

The fact that the same key was imported into two different ID cards renewed at different PPA customer service points suggests that the keys were generated in the manufacturer's backend and then imported into the ID card over the Internet. Even if the keys were sent over an end-to-end encrypted channel, the logs and symmetric card management keys could be used by the manufacturer to recover the imported private keys.

The unauthorized modification of the EstEID applet by the manufacturer has significant implications for the validity of digital signatures made with the affected platform. Since this modified version of the EstEID applet never passed the secure-signature-creation device (SSCD) conformity assessment as required by the eSignature Directive 1999/93/EC [36], this ID card platform never had SSCD status, which is a legal prerequisite for a digital signature to have handwritten signature status.

### Incident Response

After receiving our analysis, the authorities decided to recall the jTOP SLE66-powered ID cards renewed at PPA customer service points. Out of more than 74,000 renewed ID cards, only 12,500 were still valid.

On May 17, 2018, PPA announced that 12,500 ID cards did not meet security requirements because their private keys had been generated outside the chip. These cards would be replaced under warranty, and on June 1, 2018, the affected certificates would be revoked [37].

Affected cardholders received email notifications to apply for replacement, specifying the PPA customer service point where they would collect the new card. The replacement cards, jTOP SLE78-powered ID cards, had the same expiration date as the original. However, replacement cards were not issued if the original expiration date was within three months [37, 38].

On June 1, 2018, the certificates of 11,100 non-replaced ID cards were revoked, with 3,300 cardholders waiting to receive the replacement card [39]. The legal basis for certificate revocation was the EITSETA act [40], clause 19 (4) 2): "a possibility of using the private key corresponding to a public key contained in the certificate without the consent of the certificate holder" [41].

Even if the authorities had not considered this a security issue, there was a non-compliance issue, and the certificates could have been revoked based on the EITSETA act clause 19 (4) 12): "appearance of an error in the certificate or in the data entered in the certificate," as the certificates had not been issued in accordance with the CA's certificate policy referenced in the certificate.

### Claim Against the Manufacturer

According to PPA, an internal audit found that the state had not asked and was not aware that Gemalto was generating keys outside the card [41]. After receiving our initial analysis, PPA submitted a claim to Gemalto. A response from Gemalto denying violation was only received the night before the announcement for the ID card recall [42].

On May 18, 2018, Gemalto announced that PPA’s statements were a surprise and that it had fulfilled the ID card contract and the obligations agreed therein [42]. The state was put in an unfortunate situation, as it was evident that the ID card manufacturer could not be trusted, but contractually, they had to produce ID cards until the end of 2018, when the new manufacturer IDEMIA would take over.

On September 26, 2018, after failing to reach an agreement, PPA brought Gemalto to court, demanding a contractual penalty of 152 million EUR for generating keys outside the chip [2]. This claim must be viewed in the context of other ongoing litigations with Gemalto, including PPA’s claim of 300,000 EUR from Gemalto for their failure to inform the state about the ROCA flaw [43] and Gemalto’s appeal about the results of ID card procurement [44]. The court decisions on these cases are yet to be seen.

### Certificates with Corrupted RSA Public Keys

In 2012, Heninger et al. [45] published an efficient method for testing RSA public keys for shared prime factors. This method was used to find that 103 RSA keys from Taiwan’s Citizen Digital Certificates share prime factors [46]. We used the same method to test the RSA public keys from Estonian ID card certificates for shared prime factors and found several small common factors (e.g., 3, 5, 7) in the output of pairwise GCD computation. By using trial division with small primes, we found 14 certificates whose public key moduli could be divided by one or several small factors. Since the public key modulus of 2048-bit RSA is generated by multiplying two distinct random 1024-bit primes, the public key moduli included in the certificates were evidently corrupted. This corruption seemed to affect only the jTOP SLE78 platform, as all the certificates with the corrupted moduli had been issued for ID cards powered by the jTOP SLE78 platform.

We used the software utility YAFU [47] with the GMP-ECM implementation of the elliptic curve method (ECM) to test all RSA keys in our dataset for small factors. The keys were tested up to t-level t20. This, however, did not find any additional corrupted keys. Two of the corrupted keys had an obvious anomaly—the length of the modulus was 2040 bits. We found one more anomalous 2040-bit modulus in our dataset and, by applying more ECM testing (about t40), we were able to find a 132-bit prime factor. Later, when Nemec et al. [18] published a method to detect moduli generated by the vulnerable Infineon’s key generation algorithm, we identified 8 more presumably corrupted moduli. These were discovered when we observed that these certificates, according to the certificate revocation date, had been revoked due to the ROCA flaw and hence had been issued for jTOP SLE78-powered ID cards, did not have the structure of ROCA keys. The full set of 23 identified certificates is listed in Table 2.

### Full Factorization

The issuance of ID card certificates with corrupted public key moduli means that the cardholders of these ID cards will not be able to use the cryptographic functionality, as the private key residing in their ID card does not correspond to the public key in the certificate. The corruption of the public key also has critical security consequences. By recovering all the prime factors from the corrupted modulus, it is possible to calculate the corresponding private exponent and perform private key operations with the key. For a 2048-bit modulus, we can expect to factorize the corrupted modulus efficiently with a probability of 12–22% for an arbitrary corruption [48].

Table 2: List of 23 Identified Certificates with Corrupted Moduli

| No | Date of Cert Issuance | Cardholder (Cert Type) | N | Work N-res | Factors (min / max) | Date of Revocation | Corruption of N |
|----|----------------------|------------------------|---|------------|---------------------|--------------------|-----------------|
| 1  | 2014-12-30 08:41:14  | Toomas (auth)          | 2048 | t45.76     | 0                   | 2017-11-03 23:59:59 | ?               |
| 2  | 2014-12-30 09:57:22  | Raja (auth)            | 2048 | t54.58     | 3 (132-bit / 196-bit)| 2017-11-03 23:59:59 | 117th byte missing |
| 3  | 2014-12-30 16:03:43  | Valentina (auth)       | 2048 | t45.76     | 0                   | 2017-11-03 23:59:59 | ?               |
| 4  | 2014-12-30 16:05:23  | Valentina (sign)       | 2048 | t47.06     | 4 (3-bit / 38-bit)   | 2017-11-03 23:59:59 | ?               |
| 5  | 2015-01-05 11:25:19  | Raisa (auth)           | 2048 | t54.52     | 4 (2-bit / 56-bit)   | 2017-11-03 23:59:59 | ?               |
| 6  | 2015-01-27 13:48:40  | Lennart (auth)         | 2048 | t54.70     | 7 (9-bit / 1762-bit) | 2017-11-03 23:59:59 | 27th byte missing |
| 7  | 2015-02-19 09:19:21  |                        | 2048 | t54.75     | 6 (2-bit / 81-bit)   | 2017-11-03 23:59:59 | 64th byte changed |
| 8  | 2015-03-13 12:27:40  |                        | 2048 | t54.54     | 7 (2-bit / 133-bit)  | 2017-11-03 23:59:59 | ?               |
| 9  | 2015-03-13 12:27:45  |                        | 2048 | t56.46     | 9 (7-bit / 110-bit)  | 2017-11-03 23:59:59 | ?               |
| 10 | 2015-03-27 09:21:51  | Vyacheslav (sign)      | 2048 | t54.42     | 2 (25-bit / 92-bit)  | 2017-11-03 23:59:59 | ?               |
| 11 | 2015-06-01 12:07:45  | Svetlana S. (auth)     | 2048 | t54.29     | 4 (3-bit / 161-bit)  | 2017-11-03 23:59:59 | ?               |
| 12 | 2015-07-21 12:52:10  | Rasmus (auth)          | 2048 | t55.00     | 7 (11-bit / 50-bit)  | 2017-11-03 23:59:59 | ?               |
| 13 | 2015-08-06 14:18:44  | Armand (sign)          | 2048 | t54.34     | 4 (2-bit / 69-bit)   | 2017-11-03 23:59:59 | ?               |
| 14 | 2015-09-11 12:30:06  |                        | 2048 | t46.44     | 6 (2-bit / 172-bit)  | 2017-11-03 23:59:59 | ?               |
| 15 | 2015-11-04 11:27:25  | Vambola (auth)         | 2048 | t56.49     | 2 (2-bit / 35-bit)   | 2017-11-03 23:59:59 | ?               |
| 16 | 2015-12-02 10:10:37  | Erki (sign)            | 2048 | t54.58     | 0                   | 2017-11-03 23:59:59 | ?               |
| 17 | 2016-01-18 09:07:15  | Pentti (auth)          | 2048 | t45.76     | 5 (3-bit / 17-bit)   | 2017-11-03 23:59:59 | ?               |
| 18 | 2016-05-10 10:13:54  | Laura (auth)           | 2048 | t45.99     | 9 (2-bit / 124-bit)  | 2017-11-03 23:59:59 | ?               |
| 19 | 2016-06-20 10:29:55  |                        | 2048 | t45.86     | 0                   | 2017-11-03 23:59:59 | ?               |
| 20 | 2017-06-16 14:13:04  | Vladislav (auth)       | 2048 | t45.73     | 0                   | 2017-11-03 23:59:59 | ?               |
| 21 | 2017-06-16 14:13:26  | Vladislav (sign)       | 2048 | 1895       | 0                   | 2017-11-03 23:59:59 | ?               |
| 22 | 2017-06-16 16:28:30  | Paul (sign)            | 2048 | 1757       | 0                   | 2017-11-03 23:59:59 | ?               |
| 23 | 2017-06-16 16:28:55  | Ilja (auth)            | 2048 | 1808       | 0                   | 2017-11-03 23:59:59 | ?               |

This table provides a detailed overview of the 23 identified certificates with corrupted moduli, including the date of certificate issuance, cardholder information, modulus length, work done, factors, revocation date, and specific corruption details.
