# 创建数据库 BOOKDB
  -----------------------------------------------------------------------
  -----------------------------------------------------------------------
# 在数据库BOOKDB中创建表
图书**BOOK**（[图书编号(主键)]{.underline}, 分类号, 书名, 作者,
出版单位, 单价） 剩余字段非空
读者 **READER**（[借书证号(主键)]{.underline}, 单位, 姓名, 性别, 职称,
地址） 剩余字段非空
> CREATE TABLE book (
>
> ID int(6) PRIMARY KEY,
>
> NUM VARCHAR(10) NOT NULL,
>
> NAME VARCHAR(10) not null,
>
> AUTHOR VARCHAR(10) not null,
>
> publish VARCHAR(20) not NULL,
>
> price DOUBLE
>
> );
>
> CREATE TABLE reader(
>
> ID int(3) PRIMARY KEY,
>
> dept VARCHAR(10) not NULL,
>
> name VARCHAR(5) not NULL,
>
> sex VARCHAR(1) NOT NULL,
>
> job VARCHAR(6) not null,
>
> address VARCHAR(50)
);
具体数据为：
图书 **BOOK**：
  -------- --------------- -------------- ---------------- --------------------- ---------------
  总编号   分类号**NUM**   书名**NAME**   作者**AUTHOR**   出版单位**PUBLISH**   单价**PRICE**
  **ID**                                                                         
  445501   TP3/12          数据库导论     王强             科学出版社            17.90
  445502   TP3/12          数据库导论     王强             科学出版社            17.90
  332211   TP5/10          计算机基础     李伟             高等教育出版社        18.00
  112266   TP3/12          FoxBASE        张三             电子工业出版社        23.60
  665544   TS7/21          高等数学       刘明             高等教育出版社        20.00
  114455   TR9/12          线性代数       孙业             北京大学出版社        20.80
  113388   TR7/90          大学英语       胡玲             清华大学出版社        12.50
  446601   TP4/13          数据库基础     马凌云           人民邮电出版社        22.50
  118801   TP4/15          计算机网络     黄力钧           高等教育出版社        21.80
  118802   TP4/15          计算机网络     黄力钧           高等教育出版社        21.80
  -------- --------------- -------------- ---------------- --------------------- ---------------
读者 **READER**：
  ---------------- -------------- -------------- ------------- ------------- -----------------
  借书证号**ID**   专业**DEPT**   姓名**NAME**   性别**SEX**   职称**JOB**   地址**ADDRESS**
  111              信息系         王维利         女            教授          1号楼424
  112              财会系         李 立          男            副教授        2号楼316
  113              经济系         张 三          男            讲师          3号楼105
  114              信息系         周华发         男            讲师          1号楼316
  115              信息系         赵正义         男            工程师        1号楼224
  116              信息系         李 明          男            副教授        1号楼318
  117              计算机系       李小峰         男            助教          1号楼214
  118              计算机系       许鹏飞         男            助工          1号楼216
  119              计算机系       刘大龙         男            教授          1号楼318
  121              国际贸易       李 爽          女            讲师          4号楼510
  122              财会系         沈小霞         女            助教          2号楼202
  124              财会系         朱 海          男            讲师          2号楼210
  125              财会系         马英明         男            副教授        2号楼212
  ---------------- -------------- -------------- ------------- ------------- -----------------
+-----------------------------------------------------------------------+
| > insert INTO book                                                    |
| > VA                                                                  |
| LUES(445501,\'TP3/12\',\'数据库导论\',\'王强\',\'科学出版社\',17.90); |
| >                                                                     |
| > insert INTO book                                                    |
| > VALUES                                                              |
| (445502,\'TP3/12\',\'数据库导论\',\'王强\',\'科学教育出版社\',17.90); |
| >                                                                     |
| > insert INTO book                                                    |
| > VALUES                                                              |
| (332211,\'TP5/10\',\'计算机基础\',\'李伟\',\'高等教育出版社\',18.00); |
| >                                                                     |
| > insert INTO book                                                    |
| > VAL                                                                 |
| UES(112266,\'TP3/12\',\'FoxBASE\',\'张三\',\'电子工业出版社\',23.60); |
| >                                                                     |
| > insert INTO book                                                    |
| > VALU                                                                |
| ES(665544,\'TS7/21\',\'高等数学\',\'刘明\',\'高等教育出版社\',20.00); |
| >                                                                     |
| > insert INTO book                                                    |
| > VALU                                                                |
| ES(114455,\'TR9/12\',\'线性代数\',\'孙业\',\'北京大学出版社\',20.80); |
| >                                                                     |
| > insert INTO book                                                    |
| > VALU                                                                |
| ES(113388,\'TR7/90\',\'大学英语\',\'胡玲\',\'清华大学出版社\',12.50); |
| >                                                                     |
| > insert INTO book                                                    |
| > VALUES(4                                                            |
| 46601,\'TP4/13\',\'数据库基础\',\'马凌云\',\'人民邮电出版社\',22.50); |
| >                                                                     |
| > insert INTO book                                                    |
| > VALUES(1                                                            |
| 18801,\'TP4/15\',\'计算机网络\',\'黄力钧\',\'高等教育出版社\',21.80); |
| >                                                                     |
| > insert INTO book                                                    |
| > VALUES(1                                                            |
| 18802,\'TP4.15\',\'计算机网络\',\'黄力军\',\'高等教育出版社\',21.80); |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(111,\'信息部\',\'王维俪\',\'女\',\'教授\',\'1号楼424\');     |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(112,\'财会系\',\'李立\',\'男\',\'副教授\',\'2号楼316\');     |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(113,\'经济系\',\'张三\',\'男\',\'讲师\',\'3号楼105\');       |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(114,\'信息系\',\'周华发\',\'男\',\'讲师\',\'1号楼316\');     |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(115,\'信息系\',\'赵正义\',\'男\',\'工程师\',\'1号楼224\');   |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(116,\'信息系\',\'李明\',\'男\',\'副教授\',\'1号楼318\');     |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(117,\'计算机系\',\'李小峰\',\'男\',\'助教\',\'1号楼214\');   |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(118,\'计算机系\',\'许鹏飞\',\'男\',\'助工\',\'1号楼216\');   |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(119,\'计算机系\',\'刘大龙\',\'男\',\'教授\',\'1号楼318\');   |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(121,\'国际贸易\',\'李爽\',\'女\',\'讲师\',\'4号楼510\');     |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(122,\'财会系\',\'沈小霞\',\'女\',\'助教\',\'2号楼202\');     |
| >                                                                     |
| > INSERT into reader                                                  |
| > VALUES(124,\'财会系\',\'朱海\',\'男\',\'讲师\',\'2号楼210\');       |
|                                                                       |
| INSERT into reader                                                    |
| VALUES(125,\'财会系\',\'马英明\',\'男\',\'副教授\',\'2号楼212\');     |
+-----------------------------------------------------------------------+
# 完成以下SQL语句
-   找出姓李的读者姓名和所在专业
-   **列出图书库中所有藏书的书名以及出版单位，去除重复的数据**
-   查找出高等教育出版社的所有图书及单价，结果按单价降序排列
-   查找出价格位于10元和20元之间的图书种类，结果按出版单位和单价升序排序
-   找出书名以"计算机"打头的所有图书和作者
-   求科学出版社图书的最高单价、最低单价和平均单价
-   查询所有姓名中姓李的男读者
-   查询所有地址是1号楼的所有读者的职称，去掉重复数据
-   找出藏书中各个出版社的册数、价值总额
-   求出各个出版社图书的最高价格、最低价格和册数
-   查询 书名中包含"数学"的图书总数
-   查询作者是王强的图书价格总最高的图书名
-   查询书名为数据库基础的所有图书的平均价格
-   查询图书名中包含计算机的所有图书数量
