           0x10f45a000 -        0x10f478fff +QtTest (4.8.7)  /usr/local/lib/python3.7/site-packages/cv2/.dylibs/QtTest
           0x10f489000 -        0x10f700ff7 +QtCore (4.8.7)  /usr/local/lib/python3.7/site-packages/cv2/.dylibs/QtCore
           0x10f7ad000 -        0x10f7c4ff7 +libswresample.3.1.100.dylib (0)  /usr/local/lib/python3.7/site-packages/cv2/.dylibs/libswresample.3.1.100.dylib
           0x10f7c9000 -        0x10f800ff3 +libmp3lame.0.dylib (0)  /usr/local/lib/python3.7/site-packages/cv2/.dylibs/libmp3lame.0.dylib
           0x10f8af000 -        0x10f8b3ffb +math.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/math.cpython-37m-darwin.so
           0x10f8b9000 -        0x10fa49ff7 +multiarray.cpython-37m-darwin.so (0)  /usr/local/lib/python3.7/site-packages/numpy/core/multiarray.cpython-37m-darwin.so
           0x10fb59000 -        0x10fb64ffb +_datetime.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_datetime.cpython-37m-darwin.so
           0x10fb6c000 -        0x10fceffff +umath.cpython-37m-darwin.so (0)  /usr/local/lib/python3.7/site-packages/numpy/core/umath.cpython-37m-darwin.so
           0x10fd76000 -        0x10fd85fff +_ctypes.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_ctypes.cpython-37m-darwin.so
           0x10fdd0000 -        0x10fdd3fff +_struct.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_struct.cpython-37m-darwin.so
           0x10fe64000 -        0x10fe70ffb +_pickle.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_pickle.cpython-37m-darwin.so
           0x11003a000 -        0x11003dfff +zlib.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/zlib.cpython-37m-darwin.so
           0x110042000 -        0x110043fff +_bz2.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_bz2.cpython-37m-darwin.so
           0x110087000 -        0x11008aff7 +_lzma.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_lzma.cpython-37m-darwin.so
           0x11008f000 -        0x1100aaff3 +liblzma.5.dylib (0)  /usr/local/opt/xz/lib/liblzma.5.dylib
           0x1100b0000 -        0x1100b1fff +grp.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/grp.cpython-37m-darwin.so
           0x1100b4000 -        0x1100b7fff +_hashlib.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_hashlib.cpython-37m-darwin.so
           0x1100bb000 -        0x1100fbff7 +libssl.1.0.0.dylib (0)  /usr/local/opt/openssl/lib/libssl.1.0.0.dylib
           0x11011a000 -        0x11026ce3f +libcrypto.1.0.0.dylib (0)  /usr/local/opt/openssl/lib/libcrypto.1.0.0.dylib
           0x1102e5000 -        0x1102eaffb +_blake2.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_blake2.cpython-37m-darwin.so
           0x1102ee000 -        0x1102fefff +_sha3.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_sha3.cpython-37m-darwin.so
           0x110303000 -        0x110303fff +_bisect.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_bisect.cpython-37m-darwin.so
           0x110306000 -        0x110307fff +_random.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_random.cpython-37m-darwin.so
           0x11038a000 -        0x11038cfff +lapack_lite.cpython-37m-darwin.so (0)  /usr/local/lib/python3.7/site-packages/numpy/linalg/lapack_lite.cpython-37m-darwin.so
           0x110390000 -        0x1103a8ff7 +_umath_linalg.cpython-37m-darwin.so (0)  /usr/local/lib/python3.7/site-packages/numpy/linalg/_umath_linalg.cpython-37m-darwin.so
           0x110436000 -        0x110464ff7 +_decimal.cpython-37m-darwin.so (0)  /usr/local/Cellar/python/3.7.0/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload/_decimal.cpython-37m-darwin.so
           0x110477000 -        0x110484fff +_multiarray_tests.cpython-37m-darwin.so (0)  /usr/local/lib/python3.7/site-packages/numpy/core/_multiarray_tests.cpython-37m-darwin.so
           0x110524000 -        0x110530ffb +fftpack_lite.cpython-37m-darwin.so (0)  /usr/local/lib/python3.7/site-packages/numpy/fft/fftpack_lite.cpython-37m-darwin.so
           0x110574000 -        0x110619ffb +mtrand.cpython-37m-darwin.so (0)  /usr/local/lib/python3.7/site-packages/numpy/random/mtrand.cpython-37m-darwin.so
           0x1107ac000 -        0x1107b0fff  com.apple.audio.AppleHDAHALPlugIn (282.10 - 282.10)  /System/Library/Extensions/AppleHDA.kext/Contents/PlugIns/AppleHDAHALPlugIn.bundle/Contents/MacOS/AppleHDAHALPlugIn
           0x1107b6000 -        0x1107d5ff7  com.apple.cmio.DAL.AppleCamera (400.6.7 - AppleCameraDeviceAbstractionLayer-6.7.0)  /Library/CoreMediaIO/*/AppleCamera.plugin/Contents/MacOS/AppleCamera
           0x1131e4000 -        0x113223fff  com.apple.cmio.DAL.VDC-4 (810.0 - 193.200.13)  /System/Library/Frameworks/CoreMediaIO.framework/Resources/VDC.plugin/Contents/MacOS/VDC
           0x113244000 -        0x113382fff  com.apple.CMIOUnits (900.0 - 5025)  /System/Library/Frameworks/CoreMediaIO.framework/Resources/CMIOUnits.bundle/Contents/MacOS/CMIOUnits
           0x1133a7000 -        0x113444fff  com.apple.CMIOBaseUnits (900.0 - 5025)  /System/Library/Frameworks/CoreMediaIO.framework/Resources/BaseUnits/CMIOBaseUnits.bundle/Contents/MacOS/CMIOBaseUnits
           0x11599e000 -        0x115a1c6a7  dyld (625.13)  /usr/lib/dyld
        0x7fff366ae000 -     0x7fff366bdffb  libSimplifiedChineseConverter.dylib (73)  /System/Library/CoreServices/Encodings/libSimplifiedChineseConverter.dylib
        0x7fff3d7f5000 -     0x7fff3d9e3ff3  com.apple.avfoundation (2.0 - 1540.118.2)  /System/Library/Frameworks/AVFoundation.framework/Versions/A/AVFoundation
        0x7fff3d9e4000 -     0x7fff3dab2ff7  com.apple.audio.AVFAudio (1.0 - ???)  /System/Library/Frameworks/AVFoundation.framework/Versions/A/Frameworks/AVFAudio.framework/Versions/A/AVFAudio
        0x7fff3dbc0000 -     0x7fff3dbc0fff  com.apple.Accelerate (1.11 - Accelerate 1.11)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Accelerate
        0x7fff3dbd8000 -     0x7fff3e278fe3  com.apple.vImage (8.1 - ???)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vImage.framework/Versions/A/vImage
        0x7fff3e279000 -     0x7fff3e4f0fd7  libBLAS.dylib (1243.200.4)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib
        0x7fff3e4f1000 -     0x7fff3e563fe7  libBNNS.dylib (38.200.5)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBNNS.dylib
        0x7fff3e564000 -     0x7fff3e90afff  libLAPACK.dylib (1243.200.4)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLAPACK.dylib
        0x7fff3e90b000 -     0x7fff3e920ffb  libLinearAlgebra.dylib (1243.200.4)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLinearAlgebra.dylib
        0x7fff3e921000 -     0x7fff3e926ff3  libQuadrature.dylib (3.200.2)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libQuadrature.dylib
        0x7fff3e927000 -     0x7fff3e9a4ffb  libSparse.dylib (79.200.5)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libSparse.dylib
        0x7fff3e9a5000 -     0x7fff3e9b8ffb  libSparseBLAS.dylib (1243.200.4)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libSparseBLAS.dylib
        0x7fff3e9b9000 -     0x7fff3eb9dff3  libvDSP.dylib (671.201.1)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvDSP.dylib
        0x7fff3eb9e000 -     0x7fff3ec53ff3  libvMisc.dylib (671.201.1)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvMisc.dylib
        0x7fff3ec54000 -     0x7fff3ec54fff  com.apple.Accelerate.vecLib (3.11 - vecLib 3.11)  /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/vecLib
        0x7fff3ee05000 -     0x7fff3fc24ff3  com.apple.AppKit (6.9 - 1671)  /System/Library/Frameworks/AppKit.framework/Versions/C/AppKit
        0x7fff3fc76000 -     0x7fff3fc76fff  com.apple.ApplicationServices (50.1 - 50.1)  /System/Library/Frameworks/ApplicationServices.framework/Versions/A/ApplicationServices
        0x7fff3fc77000 -     0x7fff3fce2ff7  com.apple.ApplicationServices.ATS (377 - 453.11)  /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/ATS
        0x7fff3fd7b000 -     0x7fff3fe9afff  libFontParser.dylib (228.6)  /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Resources/libFontParser.dylib
        0x7fff3fe9b000 -     0x7fff3fee6fff  libFontRegistry.dylib (228.12)  /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Resources/libFontRegistry.dylib
        0x7fff3ffe2000 -     0x7fff3ffe6ff3  com.apple.ColorSyncLegacy (4.13.0 - 1)  /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ColorSyncLegacy.framework/Versions/A/ColorSyncLegacy
