 datid                    | oid                      |           |          | 
 datname                  | name                     |           |          | 
 numbackends              | integer                  |           |          | 
 xact_commit              | bigint                   |           |          | 
 xact_rollback            | bigint                   |           |          | 
 blks_read                | bigint                   |           |          | 
 blks_hit                 | bigint                   |           |          | 
 tup_returned             | bigint                   |           |          | 
 tup_fetched              | bigint                   |           |          | 
 tup_inserted             | bigint                   |           |          | 
 tup_updated              | bigint                   |           |          | 
 tup_deleted              | bigint                   |           |          | 
 conflicts                | bigint                   |           |          | 
 temp_files               | bigint                   |           |          | 
 temp_bytes               | bigint                   |           |          | 
 deadlocks                | bigint                   |           |          | 
 checksum_failures        | bigint                   |           |          | 
 checksum_last_failure    | timestamp with time zone |           |          | 
 blk_read_time            | double precision         |           |          | 
 blk_write_time           | double precision         |           |          | 
 session_time             | double precision         |           |          | 
 active_time              | double precision         |           |          | 
 idle_in_transaction_time | double precision         |           |          | 
 sessions                 | bigint                   |           |          | 
 sessions_abandoned       | bigint                   |           |          | 
 sessions_fatal           | bigint                   |           |          | 
 sessions_killed          | bigint                   |           |          | 
 stats_reset              | timestamp with time zone |           |          | 
```
pg_prepared_statements 增加硬解析、软解析次数统计  
- 场景: DBA效能  
- 价值: 掌握SQL的软解、硬解次数, 分析SQL解析层消耗和优化方法  
- DEMO:
```
postgres=# \d pg_prepared_statements
                  View "pg_catalog.pg_prepared_statements"
     Column      |           Type           | Collation | Nullable | Default 
-----------------+--------------------------+-----------+----------+---------
 name            | text                     |           |          | 
 statement       | text                     |           |          | 
 prepare_time    | timestamp with time zone |           |          | 
 parameter_types | regtype[]                |           |          | 
 from_sql        | boolean                  |           |          | 
 generic_plans   | bigint                   |           |          | 
 custom_plans    | bigint                   |           |          | 
```
支持查看当前会话和其他会话的内存上下文, 诊断内存消耗问题  
- 场景: DBA效能  
- 价值: 了解会话的内存使用情况, 分析内存问题  
- DEMO:
```
postgres=# select * from pg_backend_memory_contexts;
           name           |                   ident                   |       parent       | level | total_bytes | total_nblocks | free_bytes | free_chunks | used_bytes 
--------------------------+-------------------------------------------+--------------------+-------+-------------+---------------+------------+-------------+------------
 TopMemoryContext         |                                           |                    |     0 |       68704 |             5 |      14144 |          23 |      54560
 TopTransactionContext    |                                           | TopMemoryContext   |     1 |        8192 |             1 |       7736 |           0 |        456
 Record information cache |                                           | TopMemoryContext   |     1 |        8192 |             1 |       1576 |           0 |       6616
 TableSpace cache         |                                           | TopMemoryContext   |     1 |        8192 |             1 |       2088 |           0 |       6104
 Type information cache   |                                           | TopMemoryContext   |     1 |       24376 |             2 |       2616 |           0 |      21760
 Operator lookup cache    |                                           | TopMemoryContext   |     1 |       24576 |             2 |      10752 |           3 |      13824
 RowDescriptionContext    |                                           | TopMemoryContext   |     1 |        8192 |             1 |       6888 |           0 |       1304
 MessageContext           |                                           | TopMemoryContext   |     1 |       65536 |             4 |      31208 |           0 |      34328
 Operator class cache     |                                           | TopMemoryContext   |     1 |        8192 |             1 |        552 |           0 |       7640
 smgr relation table      |                                           | TopMemoryContext   |     1 |       32768 |             3 |      16824 |           8 |      15944
 TransactionAbortContext  |                                           | TopMemoryContext   |     1 |       32768 |             1 |      32504 |           0 |        264
 Portal hash              |                                           | TopMemoryContext   |     1 |        8192 |             1 |        552 |           0 |       7640
 TopPortalContext         |                                           | TopMemoryContext   |     1 |        8192 |             1 |       7656 |           0 |        536
 PortalContext            |                                  | TopPortalContext   |     2 |        1024 |             1 |        568 |           0 |        456
 ExecutorState            |                                           | PortalContext      |     3 |       49208 |             4 |      14760 |           7 |      34448
 printtup                 |                                           | ExecutorState      |     4 |        8192 |             1 |       7928 |           0 |        264
 Table function arguments |                                           | ExecutorState      |     4 |        8192 |             1 |       7880 |           0 |        312
 ExprContext              |                                           | ExecutorState      |     4 |        8192 |             1 |       3496 |           0 |       4696
 Relcache by OID          |                                           | TopMemoryContext   |     1 |       16384 |             2 |       3504 |           2 |      12880
 CacheMemoryContext       |                                           | TopMemoryContext   |     1 |     1048576 |             8 |     432048 |           2 |     616528
 relation rules           | pg_backend_memory_contexts                | CacheMemoryContext |     2 |        8192 |             4 |       1384 |           0 |       6808
 index info               | pg_toast_2619_index                       | CacheMemoryContext |     2 |        2048 |             2 |        528 |           1 |       1520
 index info               | pg_attrdef_oid_index                      | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_attrdef_adrelid_adnum_index            | CacheMemoryContext |     2 |        2048 |             2 |        688 |           1 |       1360
 index info               | pg_am_oid_index                           | CacheMemoryContext |     2 |        2048 |             2 |        920 |           0 |       1128
 index info               | pg_am_name_index                          | CacheMemoryContext |     2 |        2048 |             2 |        904 |           0 |       1144
 index info               | pg_statistic_ext_relid_index              | CacheMemoryContext |     2 |        2048 |             2 |        904 |           0 |       1144
 index info               | pg_class_tblspc_relfilenode_index         | CacheMemoryContext |     2 |        2048 |             2 |        576 |           1 |       1472
 index info               | pg_index_indrelid_index                   | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_db_role_setting_databaseid_rol_index   | CacheMemoryContext |     2 |        2048 |             2 |        496 |           1 |       1552
 index info               | pg_opclass_am_name_nsp_index              | CacheMemoryContext |     2 |        3072 |             2 |       1000 |           2 |       2072
 index info               | pg_foreign_data_wrapper_name_index        | CacheMemoryContext |     2 |        2048 |             2 |        952 |           2 |       1096
 index info               | pg_enum_oid_index                         | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_class_relname_nsp_index                | CacheMemoryContext |     2 |        2048 |             2 |        448 |           1 |       1600
 index info               | pg_foreign_server_oid_index               | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_publication_pubname_index              | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_statistic_relid_att_inh_index          | CacheMemoryContext |     2 |        3072 |             2 |        808 |           1 |       2264
 index info               | pg_cast_source_target_index               | CacheMemoryContext |     2 |        2048 |             2 |        448 |           1 |       1600
 index info               | pg_language_name_index                    | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_transform_oid_index                    | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_collation_oid_index                    | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_amop_fam_strat_index                   | CacheMemoryContext |     2 |        3072 |             2 |        696 |           1 |       2376
 index info               | pg_index_indexrelid_index                 | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_ts_template_tmplname_index             | CacheMemoryContext |     2 |        2048 |             2 |        688 |           2 |       1360
 index info               | pg_ts_config_map_index                    | CacheMemoryContext |     2 |        3072 |             2 |       1160 |           2 |       1912
 index info               | pg_opclass_oid_index                      | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_foreign_data_wrapper_oid_index         | CacheMemoryContext |     2 |        2048 |             2 |        952 |           2 |       1096
 index info               | pg_event_trigger_evtname_index            | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_statistic_ext_name_index               | CacheMemoryContext |     2 |        2048 |             2 |        688 |           2 |       1360
 index info               | pg_publication_oid_index                  | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_ts_dict_oid_index                      | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_event_trigger_oid_index                | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_conversion_default_index               | CacheMemoryContext |     2 |        3072 |             2 |       1096 |           2 |       1976
 index info               | pg_operator_oprname_l_r_n_index           | CacheMemoryContext |     2 |        3072 |             2 |        696 |           1 |       2376
 index info               | pg_trigger_tgrelid_tgname_index           | CacheMemoryContext |     2 |        2048 |             2 |        688 |           2 |       1360
 index info               | pg_enum_typid_label_index                 | CacheMemoryContext |     2 |        2048 |             2 |        688 |           2 |       1360
 index info               | pg_ts_config_oid_index                    | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_user_mapping_oid_index                 | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_opfamily_am_name_nsp_index             | CacheMemoryContext |     2 |        3072 |             2 |       1160 |           2 |       1912
 index info               | pg_foreign_table_relid_index              | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_type_oid_index                         | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_aggregate_fnoid_index                  | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_constraint_oid_index                   | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_rewrite_rel_rulename_index             | CacheMemoryContext |     2 |        2048 |             2 |        528 |           1 |       1520
