## PostgreSQL 11 preview - with_llvm JIT支持部署与试用
### 作者                                                               
digoal                                                               
### 日期                                                               
2018-04-03                                                            
### 标签                                                               
PostgreSQL , 操作符 , 计算 , deform , LLVM , JIT  
----                                                               
## 背景    
PostgreSQL 11 JIT，目前支持tuple deform（将磁盘上的tuple转换为内存中TUPLE格式），以及表达式（select, where, 等语义中的表达式，操作符运算，UDF等）的动态编译。  
对海量数据的计算（并且表达式或TUPLE DEFORM已成为瓶颈时）有加速效果。  
特别适合OLAP场景的大量数据的复杂计算。  
[《分析加速引擎黑科技 - LLVM、列存、多核并行、算子复用 大联姻 - 一起来开启PostgreSQL的百宝箱》](../201612/20161216_01.md)  
## 部署PostgreSQL 11 with LLVM  
参考  
[《PostgreSQL 10 + PostGIS + Sharding(pg_pathman) + MySQL(fdw外部表) on ECS 部署指南(适合新用户)》](../201710/20171018_01.md)    
以CentOS 7.x x64为例  
1、install epel  
```  
wget https://dl.fedoraproject.org/pub/epel/epel-release-latest-7.noarch.rpm    
rpm -ivh epel-release-latest-7.noarch.rpm     
```  
2、  
```  
yum install -y cmake3  
yum install -y python  
```  
3、LLVM  
```  
wget http://releases.llvm.org/6.0.0/llvm-6.0.0.src.tar.xz  
tar -xvf llvm-6.0.0.src.tar.xz  
```  
4、CLANG  
```  
wget http://releases.llvm.org/6.0.0/cfe-6.0.0.src.tar.xz  
tar -xvf cfe-6.0.0.src.tar.xz   
mv cfe-6.0.0.src clang  
mv clang llvm-6.0.0.src/tools  
```  
5、安装支持JIT的编译器llvm和clang  
```  
cd llvm-6.0.0.src  
mkdir mybuilddir  
cd mybuilddir  
alias cmake=cmake3  
export CXXFLAGS=-O2  
cmake ..  
cmake --build .  
cmake -DCMAKE_INSTALL_PREFIX=/usr/local/llvm6.0.0 -P cmake_install.cmake  
```  
6、编译PG with llvm  
```  
wget https://ftp.postgresql.org/pub/snapshot/dev/postgresql-snapshot.tar.bz2  
tar -jxvf postgresql-snapshot.tar.bz2   
cd postgresql-11devel  
```  
```  
CLANG=/usr/local/llvm6.0.0/bin/clang LLVM_CONFIG=/usr/local/llvm6.0.0/bin/llvm-config ./configure --prefix=/home/digoal/pgsql11_llvm --with-llvm --with-blocksize=32 --with-segsize=2  
make world -j 128  
make install-world  
```  
7、pg with llvm的目录结构  
bit code (二进制码)  
```  
digoal@iZbp13nu0s9j3x3op4zpd4Z-> pwd  
/home/digoal/pgsql11_llvm/lib  
digoal@iZbp13nu0s9j3x3op4zpd4Z-> ll llvmjit*  
-rwxr-xr-x 1 root root 709M Apr  4 06:58 llvmjit.so  
-rw-r--r-- 1 root root 7.8K Apr  4 06:58 llvmjit_types.bc  
digoal@iZbp13nu0s9j3x3op4zpd4Z-> pwd  
/home/digoal/pgsql11_llvm/lib/bitcode  
digoal@iZbp13nu0s9j3x3op4zpd4Z-> ll  
total 1.8M  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 adminpack  
-rw-r--r--  1 root root 1.4K Apr  4 06:58 adminpack.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 amcheck  
-rw-r--r--  1 root root 2.3K Apr  4 06:58 amcheck.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 auth_delay  
-rw-r--r--  1 root root  376 Apr  4 06:58 auth_delay.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 auto_explain  
-rw-r--r--  1 root root 1.7K Apr  4 06:58 auto_explain.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 autoinc  
-rw-r--r--  1 root root  528 Apr  4 06:58 autoinc.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 bloom  
-rw-r--r--  1 root root 1.8K Apr  4 06:58 bloom.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 btree_gin  
-rw-r--r--  1 root root 5.8K Apr  4 06:58 btree_gin.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 btree_gist  
-rw-r--r--  1 root root  20K Apr  4 06:58 btree_gist.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 citext  
-rw-r--r--  1 root root 1.3K Apr  4 06:58 citext.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 cube  
-rw-r--r--  1 root root 6.4K Apr  4 06:58 cube.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 dblink  
-rw-r--r--  1 root root 5.6K Apr  4 06:58 dblink.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 dict_int  
-rw-r--r--  1 root root  480 Apr  4 06:58 dict_int.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 dict_xsyn  
-rw-r--r--  1 root root  656 Apr  4 06:58 dict_xsyn.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 earthdistance  
-rw-r--r--  1 root root  280 Apr  4 06:58 earthdistance.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 file_fdw  
-rw-r--r--  1 root root 1.8K Apr  4 06:58 file_fdw.index.bc  
drwxr-xr-x  2 root root 4.0K Apr  4 06:58 fuzzystrmatch  
